row_id,sepal_length,sepal_width,petal_length,petal_width
IRIS-SCORE-02213,6.653,2.759,5.627,1.943
IRIS-SCORE-02214,6.701,2.747,6.027,1.489
IRIS-SCORE-02215,6.501,3.201,4.419,1.604
IRIS-SCORE-02216,6.285,3.021,5.64,1.867
IRIS-SCORE-02217,5.82,2.808,3.627,1.156
IRIS-SCORE-02218,5.381,2.636,3.954,1.359
IRIS-SCORE-02219,5.999,2.891,4.316,1.411
IRIS-SCORE-02220,5.681,2.276,3.722,0.979
IRIS-SCORE-02221,6.769,2.995,5.768,2.036
IRIS-SCORE-02222,5.753,2.701,4.793,1.953
IRIS-SCORE-02223,6.612,3.523,5.741,2.473
IRIS-SCORE-02224,7.166,2.953,5.546,2.113
IRIS-SCORE-02225,5.696,3.147,4.163,1.47
IRIS-SCORE-02226,6.083,3.242,4.894,2.22
IRIS-SCORE-02227,5.281,2.752,4.661,1.909
IRIS-SCORE-02228,6.298,3.28,4.998,2.277
IRIS-SCORE-02229,5.126,2.728,3.445,1.058
IRIS-SCORE-02230,6.042,2.796,4.159,1.216
IRIS-SCORE-02231,5.968,2.445,4.476,1.233
IRIS-SCORE-02232,5.37,2.719,3.726,1.059
IRIS-SCORE-02233,5.759,2.647,4.178,1.487
IRIS-SCORE-02234,5.705,2.84,4.178,1.451
IRIS-SCORE-02235,7.22,2.91,6.105,1.755
IRIS-SCORE-02236,6.238,2.765,4.367,1.334
IRIS-SCORE-02237,6.136,3.282,5.893,2.102
IRIS-SCORE-02238,5.533,2.626,4.833,2.166
IRIS-SCORE-02239,6.593,2.419,5.368,1.893
IRIS-SCORE-02240,6.962,3.228,6.143,2.104
IRIS-SCORE-02241,6.509,2.6,5.423,1.856
IRIS-SCORE-02242,5.71,2.912,3.659,1.108
IRIS-SCORE-02243,6.613,2.829,4.143,1.376
IRIS-SCORE-02244,6.493,3.041,5.477,1.986
IRIS-SCORE-02245,7.519,3.257,5.919,2.015
IRIS-SCORE-02246,7.056,3.558,5.462,2.087
IRIS-SCORE-02247,6.181,2.857,5.388,1.643
IRIS-SCORE-02248,6.352,2.714,6.107,2.291
IRIS-SCORE-02249,7.154,3.208,6.091,1.892
IRIS-SCORE-02250,6.575,2.874,4.767,1.385
IRIS-SCORE-02251,5.636,3.016,5.627,2.125
IRIS-SCORE-02252,5.07,2.552,4.67,1.88
IRIS-SCORE-02253,5.636,2.314,3.895,1.093
IRIS-SCORE-02254,5.919,2.79,4.174,1.227
IRIS-SCORE-02255,6.352,2.721,4.261,1.216
IRIS-SCORE-02256,6.967,3.368,5.721,2.207
IRIS-SCORE-02257,5.437,2.614,3.784,1.187
IRIS-SCORE-02258,5.386,3.051,3.813,1.163
IRIS-SCORE-02259,6.655,2.943,5.593,2.034
IRIS-SCORE-02260,7.399,3.403,6.225,2.037
IRIS-SCORE-02261,6.32,3.025,4.27,1.278
IRIS-SCORE-02262,7.585,3.062,6.447,1.787
IRIS-SCORE-02263,6.081,2.738,4.15,1.349
IRIS-SCORE-02264,5.36,2.441,3.335,1.115
IRIS-SCORE-02265,6.626,2.703,5.557,1.794
IRIS-SCORE-02266,6.568,3.325,4.408,1.499
IRIS-SCORE-02267,6.493,2.725,4.205,1.225
IRIS-SCORE-02268,5.964,3.045,4.279,1.285
IRIS-SCORE-02269,5.616,2.901,5.336,1.863
IRIS-SCORE-02270,5.947,2.692,3.955,1.348
IRIS-SCORE-02271,6.539,2.694,5.338,1.47
IRIS-SCORE-02272,6.089,3.24,5.229,2.157
IRIS-SCORE-02273,5.922,2.257,4.604,1.314
IRIS-SCORE-02274,6.512,2.797,5.652,2.156
IRIS-SCORE-02275,6.023,2.468,4.086,1.227
IRIS-SCORE-02276,6.905,2.903,5.976,2.019
IRIS-SCORE-02277,5.655,2.816,4.583,1.448
IRIS-SCORE-02278,5.542,2.384,4.027,1.171
IRIS-SCORE-02279,7.389,3.087,5.768,2.39
IRIS-SCORE-02280,5.522,2.243,3.828,0.993
IRIS-SCORE-02281,6.141,2.54,4.235,1.415
IRIS-SCORE-02282,6.011,2.515,4.153,1.037
IRIS-SCORE-02283,5.517,2.78,3.707,1.176
IRIS-SCORE-02284,6.34,2.726,4.338,1.247
IRIS-SCORE-02285,6.247,2.795,4.889,1.789
IRIS-SCORE-02286,6.852,3.169,5.97,2.125
IRIS-SCORE-02287,5.964,2.654,4.659,1.975
IRIS-SCORE-02288,6.715,2.652,5.765,1.728
IRIS-SCORE-02289,6.384,3.125,5.097,2.049
IRIS-SCORE-02290,6.476,2.813,5.713,1.818
IRIS-SCORE-02291,6.145,2.867,5.363,1.894
IRIS-SCORE-02292,5.647,2.486,4.049,1.159
IRIS-SCORE-02293,8.161,3.107,6.547,2.463
IRIS-SCORE-02294,5.529,3.067,4.807,1.925
IRIS-SCORE-02295,7.085,3.46,6.097,2.281
IRIS-SCORE-02296,6.135,2.767,5.077,1.765
IRIS-SCORE-02297,6.122,2.769,4.655,1.43
IRIS-SCORE-02298,6.032,2.787,4.512,1.531
IRIS-SCORE-02299,6.434,2.922,4.57,1.421
IRIS-SCORE-02300,6.912,3.309,5.627,1.894
IRIS-SCORE-02301,5.855,3.141,5.522,2.177
IRIS-SCORE-02302,5.614,2.99,4.798,1.973
IRIS-SCORE-02303,6.403,2.574,5.246,1.648
IRIS-SCORE-02304,5.775,2.525,4.018,1.174
IRIS-SCORE-02305,5.444,2.561,4.442,1.318
IRIS-SCORE-02306,6.479,2.719,4.688,1.384
IRIS-SCORE-02307,6.289,2.77,4.244,1.2
IRIS-SCORE-02308,5.656,2.598,3.827,1.175
IRIS-SCORE-02309,5.678,2.716,4.583,1.459
IRIS-SCORE-02310,6.436,3.042,4.592,1.267
IRIS-SCORE-02311,7.112,3.238,6.397,2.426
IRIS-SCORE-02312,6.056,2.683,5.179,1.659
IRIS-SCORE-02313,6.301,2.811,4.469,2.282
IRIS-SCORE-02314,6.627,3.411,5.723,2.399
IRIS-SCORE-02315,6.086,2.616,4.808,1.471
IRIS-SCORE-02316,6.915,3.385,6.034,1.837
IRIS-SCORE-02317,6.29,2.641,4.231,1.294
IRIS-SCORE-02318,5.653,3.198,4.693,2.219
IRIS-SCORE-02319,7.02,2.607,6.059,1.935
IRIS-SCORE-02320,5.856,2.75,3.602,0.962
IRIS-SCORE-02321,5.746,2.553,5.347,1.758
IRIS-SCORE-02322,6.649,3.345,5.903,2.251
IRIS-SCORE-02323,5.113,2.634,4.476,1.721
IRIS-SCORE-02324,7.395,2.824,5.775,1.691
IRIS-SCORE-02325,6.15,2.864,3.986,1.114
IRIS-SCORE-02326,6.859,3.007,5.738,1.981
IRIS-SCORE-02327,6.243,2.868,5.042,1.47
IRIS-SCORE-02328,6.375,2.947,4.291,1.391
IRIS-SCORE-02329,5.81,2.682,4.969,1.977
IRIS-SCORE-02330,6.058,2.926,4.111,1.171
IRIS-SCORE-02331,5.826,2.945,4.765,1.816
IRIS-SCORE-02332,6.195,3.009,5.134,1.815
IRIS-SCORE-02333,6.144,2.679,5.343,2.116
IRIS-SCORE-02334,6.846,3.113,5.777,2.074
IRIS-SCORE-02335,5.312,3.132,4.432,1.528
IRIS-SCORE-02336,6.071,2.928,4.627,1.429
IRIS-SCORE-02337,7.357,3.184,6.533,2.115
IRIS-SCORE-02338,7.558,3.196,6.208,2.381
IRIS-SCORE-02339,7.491,3.375,5.544,1.769
IRIS-SCORE-02340,5.278,2.376,3.843,1.105
IRIS-SCORE-02341,6.723,3.033,5.886,1.619
IRIS-SCORE-02342,5.086,2.591,3.492,1.193
IRIS-SCORE-02343,7.311,3.635,5.93,2.549
IRIS-SCORE-02344,7.173,2.611,5.972,1.704
IRIS-SCORE-02345,7.89,2.847,6.736,2.35
IRIS-SCORE-02346,6.689,2.629,5.063,1.965
IRIS-SCORE-02347,6.065,2.728,5.051,2.076
IRIS-SCORE-02348,7.452,3.496,6.879,2.477
IRIS-SCORE-02349,6.846,3.197,4.907,1.596
IRIS-SCORE-02350,5.912,2.389,4.092,1.141
IRIS-SCORE-02351,7.262,3.304,5.83,2.03
IRIS-SCORE-02352,5.427,2.514,3.855,1.085
IRIS-SCORE-02353,6.132,2.83,5.221,2.148
IRIS-SCORE-02354,6.379,3.421,4.486,1.422
IRIS-SCORE-02355,7.558,2.534,5.903,1.99
IRIS-SCORE-02356,5.409,2.322,3.929,1.163
IRIS-SCORE-02357,8.082,3.554,6.689,2.556
IRIS-SCORE-02358,5.259,2.695,3.668,1.175
IRIS-SCORE-02359,6.505,2.935,5.645,1.908
IRIS-SCORE-02360,5.275,2.556,3.959,1.354
IRIS-SCORE-02361,7.423,3.765,6.377,2.177
IRIS-SCORE-02362,5.354,2.743,4.51,1.513
IRIS-SCORE-02363,6.503,2.909,5.238,2.258
IRIS-SCORE-02364,5.604,3.181,3.92,1.414
IRIS-SCORE-02365,5.026,2.249,3.758,1.197
IRIS-SCORE-02366,6.621,2.855,5.141,2.318
IRIS-SCORE-02367,6.31,3.081,5.615,2.044
IRIS-SCORE-02368,6.002,3.065,4.406,1.495
IRIS-SCORE-02369,6.047,3.01,5.2,1.841
IRIS-SCORE-02370,7.009,3.113,5.833,2.289
IRIS-SCORE-02371,6.604,2.953,4.942,1.488
IRIS-SCORE-02372,5.82,2.887,4.524,1.138
IRIS-SCORE-02373,6.758,2.876,4.884,1.577
IRIS-SCORE-02374,5.508,2.113,4.053,1.118
IRIS-SCORE-02375,5.737,2.613,3.716,1.205
IRIS-SCORE-02376,6.571,2.457,5.33,1.538
IRIS-SCORE-02377,7.06,3.255,5.688,1.903
IRIS-SCORE-02378,7.308,2.972,6.075,1.941
IRIS-SCORE-02379,6.291,2.894,5.069,1.584
IRIS-SCORE-02380,5.975,3.278,4.281,1.549
IRIS-SCORE-02381,5.164,2.793,3.368,1.12
IRIS-SCORE-02382,5.906,2.688,4.278,1.415
IRIS-SCORE-02383,6.76,2.97,5.085,2.098
IRIS-SCORE-02384,5.981,2.86,4.013,1.277
IRIS-SCORE-02385,7.319,3.458,5.775,2.133
IRIS-SCORE-02386,6.504,2.782,6.069,1.926
IRIS-SCORE-02387,6.542,3.44,5.656,2.122
IRIS-SCORE-02388,5.241,2.117,3.127,1.05
IRIS-SCORE-02389,6.821,2.995,5.432,2.051
IRIS-SCORE-02390,7.25,3.257,5.755,2.092
IRIS-SCORE-02391,5.188,2.466,3.955,1.276
IRIS-SCORE-02392,6.021,2.253,3.777,0.98
IRIS-SCORE-02393,7.762,3.448,6.199,2.383
IRIS-SCORE-02394,5.676,2.78,4.904,1.99
IRIS-SCORE-02395,6.268,2.865,4.438,1.305
IRIS-SCORE-02396,5.801,3.044,3.953,1.297
IRIS-SCORE-02397,5.441,2.818,3.964,1.275
IRIS-SCORE-02398,5.664,2.527,4.013,1.206
IRIS-SCORE-02399,6.678,2.8,5.63,1.914
IRIS-SCORE-02400,6.208,2.889,5.293,1.715
IRIS-SCORE-02401,5.605,2.8,3.937,1.184
IRIS-SCORE-02402,5.749,2.75,4.21,1.465
IRIS-SCORE-02403,5.824,3.157,4.22,1.328
IRIS-SCORE-02404,6.215,3.256,4.785,1.49
IRIS-SCORE-02405,5.963,2.644,4.117,1.363
IRIS-SCORE-02406,5.64,2.719,4.138,1.334
IRIS-SCORE-02407,6.811,3.258,5.702,2.069
IRIS-SCORE-02408,7.812,3.305,6.376,2.508
IRIS-SCORE-02409,6.788,3.235,5.763,2.21
IRIS-SCORE-02410,8.031,3.198,6.957,2.24
IRIS-SCORE-02411,6.624,3.423,5.226,2.145
IRIS-SCORE-02412,5.558,2.618,4.167,1.314
IRIS-SCORE-02413,5.264,2.717,4.045,1.435
IRIS-SCORE-02414,6.934,3.211,5.555,1.971
IRIS-SCORE-02415,6.413,2.83,5.906,1.912
IRIS-SCORE-02416,6.822,3.228,5.458,2.269
IRIS-SCORE-02417,5.641,2.639,4.545,1.313
IRIS-SCORE-02418,6.271,3.078,4.595,1.266
IRIS-SCORE-02419,5.974,3.043,4.379,1.477
IRIS-SCORE-02420,7.97,3.416,6.301,2.248
IRIS-SCORE-02421,5.178,2.475,4.467,1.758
IRIS-SCORE-02422,5.688,1.982,3.737,1.088
IRIS-SCORE-02423,5.725,2.854,4.359,1.447
IRIS-SCORE-02424,6.393,2.443,4.283,1.137
IRIS-SCORE-02425,6.202,2.466,4.186,1.233
IRIS-SCORE-02426,5.468,2.635,4.258,1.28
IRIS-SCORE-02427,6.899,3.083,5.373,1.484
IRIS-SCORE-02428,5.92,2.699,3.886,1.263
IRIS-SCORE-02429,6.051,3.138,4.933,1.589
IRIS-SCORE-02430,5.696,3.414,4.423,1.612
IRIS-SCORE-02431,7.219,3.245,5.836,2.602
IRIS-SCORE-02432,6.105,3.176,5.084,2.278
IRIS-SCORE-02433,5.362,2.626,4.156,1.522
IRIS-SCORE-02434,5.85,2.919,4.295,1.451
IRIS-SCORE-02435,7.344,3.619,5.914,2.4
IRIS-SCORE-02436,7.394,3.254,6.401,2.562
IRIS-SCORE-02437,6.231,2.994,4.091,1.273
IRIS-SCORE-02438,6.39,3.046,5.919,2.195
IRIS-SCORE-02439,6.326,2.896,4.573,1.375
IRIS-SCORE-02440,6.284,2.844,3.984,1.261
IRIS-SCORE-02441,7.023,3.224,5.681,1.638
IRIS-SCORE-02442,5.723,3.121,4.409,1.52
IRIS-SCORE-02443,5.385,2.43,4.058,1.187
IRIS-SCORE-02444,6.1,2.974,5.188,2.174
IRIS-SCORE-02445,6.318,2.579,6.234,1.737
IRIS-SCORE-02446,5.967,3.193,4.488,1.539
IRIS-SCORE-02447,5.733,2.791,3.818,1.472
IRIS-SCORE-02448,6.549,2.778,4.77,1.236
IRIS-SCORE-02449,5.715,2.585,3.934,1.224
IRIS-SCORE-02450,6.24,2.992,4.538,1.387
IRIS-SCORE-02451,8.137,3.379,6.927,2.187
IRIS-SCORE-02452,7.068,2.98,5.366,1.953
IRIS-SCORE-02453,6.641,3.129,4.529,1.328
IRIS-SCORE-02454,5.742,2.722,3.915,1.354
IRIS-SCORE-02455,5.783,2.692,4.397,1.51
IRIS-SCORE-02456,6.135,2.607,5.986,1.775
IRIS-SCORE-02457,6.234,3.215,5.341,2.274
IRIS-SCORE-02458,7.015,3.269,5.58,2.285
IRIS-SCORE-02459,5.47,2.664,4.202,1.337
IRIS-SCORE-02460,6.518,3.368,5.441,2.245
IRIS-SCORE-02461,6.101,2.737,4.998,2.101
IRIS-SCORE-02462,5.71,2.94,3.935,1.326
IRIS-SCORE-02463,6.763,3.334,4.676,1.675
IRIS-SCORE-02464,6.669,3.211,5.828,2.267
IRIS-SCORE-02465,7.822,3.221,6.257,2.062
IRIS-SCORE-02466,6.721,3.41,6.02,2.007
IRIS-SCORE-02467,5.258,2.199,3.65,1.18
IRIS-SCORE-02468,7.541,3.224,6.14,2.026
IRIS-SCORE-02469,5.574,2.781,3.72,1.189
IRIS-SCORE-02470,5.793,3.12,4.38,1.352
IRIS-SCORE-02471,5.259,2.665,4.076,1.349
IRIS-SCORE-02472,6.853,3.008,4.967,1.469
IRIS-SCORE-02473,6.128,2.734,4.263,1.327
IRIS-SCORE-02474,6.224,3.364,5.017,2.138
IRIS-SCORE-02475,5.801,2.276,3.856,1.208
IRIS-SCORE-02476,6.774,2.883,4.817,1.472
IRIS-SCORE-02477,7.002,3.203,5.216,1.426
IRIS-SCORE-02478,6.153,2.783,4.111,1.154
IRIS-SCORE-02479,7.547,2.89,5.608,1.904
IRIS-SCORE-02480,7.085,2.728,5.958,1.89
IRIS-SCORE-02481,7.913,2.877,6.537,2.382
IRIS-SCORE-02482,6.018,3.086,5.142,1.946
IRIS-SCORE-02483,6.19,2.639,4.884,1.62
IRIS-SCORE-02484,6.679,3.244,5.846,2.063
IRIS-SCORE-02485,7.218,3.625,6.424,2.564
IRIS-SCORE-02486,5.596,2.396,4.942,2.17
IRIS-SCORE-02487,6.334,3.307,4.378,1.543
IRIS-SCORE-02488,6.257,2.855,5.964,1.785
IRIS-SCORE-02489,6.818,3.076,5.335,1.893
IRIS-SCORE-02490,6.779,3.234,5.951,2.234
IRIS-SCORE-02491,5.525,2.89,4.021,1.499
IRIS-SCORE-02492,6.235,2.45,4.634,1.337
IRIS-SCORE-02493,6.57,3.126,4.837,1.581
IRIS-SCORE-02494,5.717,2.37,3.796,1.189
IRIS-SCORE-02495,5.641,2.8,5.008,1.937
IRIS-SCORE-02496,6.095,3.247,4.29,1.429
IRIS-SCORE-02497,5.589,2.604,3.377,0.952
IRIS-SCORE-02498,6.59,2.989,6.007,1.907
IRIS-SCORE-02499,6.044,3.072,4.638,1.529
IRIS-SCORE-02500,5.946,2.482,5.252,1.965
IRIS-SCORE-02501,6.147,2.637,5.104,2.06
IRIS-SCORE-02502,6.669,3.604,5.686,2.221
IRIS-SCORE-02503,7.039,3.366,6.556,2.116
IRIS-SCORE-02504,6.431,2.871,4.193,1.306
IRIS-SCORE-02505,6.787,2.982,5.673,1.811
IRIS-SCORE-02506,6.157,3.157,4.638,1.373
IRIS-SCORE-02507,6.235,3.049,5.14,1.521
IRIS-SCORE-02508,6.38,2.917,4.26,1.305
IRIS-SCORE-02509,6.311,2.516,4.132,1.145
IRIS-SCORE-02510,5.837,2.856,4.182,1.318
IRIS-SCORE-02511,6.364,2.606,4.071,1.341
IRIS-SCORE-02512,4.846,2.472,3.766,1.096
IRIS-SCORE-02513,7.215,3.351,6.22,2.217
IRIS-SCORE-02514,6.037,2.555,5.218,1.898
IRIS-SCORE-02515,5.392,2.118,5.037,1.74
IRIS-SCORE-02516,6.405,3.421,4.314,1.391
IRIS-SCORE-02517,6.31,2.895,4.966,1.455
IRIS-SCORE-02518,5.774,2.657,5.133,1.534
IRIS-SCORE-02519,6.392,2.661,5.256,1.898
IRIS-SCORE-02520,6.105,3.094,3.875,1.358
IRIS-SCORE-02521,6.71,3.123,5.119,1.916
IRIS-SCORE-02522,7.183,2.871,5.871,1.713
IRIS-SCORE-02523,6.428,2.599,5.698,1.805
IRIS-SCORE-02524,5.862,3.164,5.124,2.296
IRIS-SCORE-02525,5.766,2.536,4.379,1.338
IRIS-SCORE-02526,7.116,2.989,6.4,1.778
IRIS-SCORE-02527,7.064,2.963,5.634,2.5
IRIS-SCORE-02528,6.869,3.229,5.951,2.157
IRIS-SCORE-02529,5.955,3.02,4.163,1.414
IRIS-SCORE-02530,5.803,2.287,4.937,1.481
IRIS-SCORE-02531,5.515,2.524,3.976,1.185
IRIS-SCORE-02532,6.35,2.694,4.767,1.33
IRIS-SCORE-02533,7.326,2.641,6.52,1.68
IRIS-SCORE-02534,6.921,3.128,5.655,1.919
IRIS-SCORE-02535,5.678,2.53,4.019,1.265
IRIS-SCORE-02536,5.764,2.582,3.961,1.252
IRIS-SCORE-02537,7.12,2.692,6.012,1.374
IRIS-SCORE-02538,6.02,2.747,4.314,1.314
IRIS-SCORE-02539,5.857,2.659,5.136,1.642
IRIS-SCORE-02540,5.65,2.579,4.722,1.574
IRIS-SCORE-02541,6.417,2.538,4.397,1.194
IRIS-SCORE-02542,6.127,2.935,5.378,1.866
IRIS-SCORE-02543,5.814,2.727,5.108,2.154
IRIS-SCORE-02544,5.715,2.452,3.538,1.246
IRIS-SCORE-02545,6.607,2.873,4.688,1.37
IRIS-SCORE-02546,5.886,2.782,4.284,1.231
IRIS-SCORE-02547,7.53,3.085,6.242,2.301
IRIS-SCORE-02548,5.767,2.422,3.721,0.992
IRIS-SCORE-02549,6.611,3.264,5.661,1.849
IRIS-SCORE-02550,5.349,2.652,3.945,1.327
IRIS-SCORE-02551,5.356,2.289,2.872,0.95
IRIS-SCORE-02552,5.389,2.443,4.328,1.252
IRIS-SCORE-02553,7.671,3.124,6.402,2.364
IRIS-SCORE-02554,5.606,2.923,3.788,1.458
IRIS-SCORE-02555,6.447,3.02,5.649,2.029
IRIS-SCORE-02556,6.528,2.867,5.443,2.071
IRIS-SCORE-02557,6.588,2.899,4.401,1.433
IRIS-SCORE-02558,5.998,3.174,4.746,1.697
IRIS-SCORE-02559,6.176,3.204,5.308,2.465
IRIS-SCORE-02560,5.227,2.576,3.902,1.133
IRIS-SCORE-02561,6.847,2.826,5.381,1.884
IRIS-SCORE-02562,7.568,2.776,5.973,1.687
IRIS-SCORE-02563,5.892,2.418,4.736,1.67
IRIS-SCORE-02564,7.54,2.855,6.223,2.175
IRIS-SCORE-02565,7.661,2.994,6.444,1.861
IRIS-SCORE-02566,5.46,2.347,3.779,1.144
IRIS-SCORE-02567,5.889,2.441,4.054,1.088
IRIS-SCORE-02568,6.104,2.616,4.488,1.202
IRIS-SCORE-02569,6.602,2.785,4.268,1.092
IRIS-SCORE-02570,5.739,2.779,3.686,1.174
IRIS-SCORE-02571,6.704,2.461,4.281,1.422
IRIS-SCORE-02572,6.874,3.429,6.056,2.381
IRIS-SCORE-02573,5.938,3.285,4.221,1.454
IRIS-SCORE-02574,4.827,2.567,4.171,1.15
IRIS-SCORE-02575,6.481,3.283,5.487,2.364
IRIS-SCORE-02576,6.324,3.601,5.85,2.42
IRIS-SCORE-02577,6.365,2.747,5.574,1.734
IRIS-SCORE-02578,6.168,2.853,4.613,1.5
IRIS-SCORE-02579,5.036,2.969,4.391,1.469
IRIS-SCORE-02580,5.674,2.718,4.305,1.215
IRIS-SCORE-02581,5.894,2.468,3.996,1.2
IRIS-SCORE-02582,7.42,3.003,6.897,2.257
IRIS-SCORE-02583,7.389,3.789,5.989,2.351
IRIS-SCORE-02584,6.528,3.357,4.914,1.537
IRIS-SCORE-02585,7.329,3.016,6.427,1.709
IRIS-SCORE-02586,6.439,2.982,4.908,1.534
IRIS-SCORE-02587,6.149,2.838,5.793,2.308
IRIS-SCORE-02588,5.91,2.618,4.151,1.089
IRIS-SCORE-02589,6.755,3.116,5.358,2.018
IRIS-SCORE-02590,6.206,2.885,5.447,1.853
IRIS-SCORE-02591,5.638,2.154,4.58,1.666
IRIS-SCORE-02592,5.833,2.372,4.123,1.289
IRIS-SCORE-02593,5.332,2.601,3.497,0.937
IRIS-SCORE-02594,6.143,2.89,5.345,1.959
IRIS-SCORE-02595,5.175,2.671,4.604,1.599
IRIS-SCORE-02596,6.656,3.491,4.416,1.482
IRIS-SCORE-02597,6.55,2.312,3.877,1.127
IRIS-SCORE-02598,6.665,3.266,5.735,1.636
IRIS-SCORE-02599,5.913,2.694,4.144,1.271
IRIS-SCORE-02600,5.804,3.05,4.467,1.798
IRIS-SCORE-02601,6.235,2.898,4.783,1.53
IRIS-SCORE-02602,5.605,2.8,3.535,1.229
IRIS-SCORE-02603,5.681,2.769,4.764,1.592
IRIS-SCORE-02604,5.74,2.634,3.826,1.516
IRIS-SCORE-02605,7.33,3.168,6.508,2.276
IRIS-SCORE-02606,5.753,2.982,4.996,2.427
IRIS-SCORE-02607,7.179,3.012,5.688,1.729
IRIS-SCORE-02608,6.443,2.72,4.957,1.678
IRIS-SCORE-02609,5.879,2.728,3.756,1.316
IRIS-SCORE-02610,5.884,2.488,4.618,1.578
IRIS-SCORE-02611,5.971,2.961,4.251,1.213
IRIS-SCORE-02612,6.678,3.09,5.726,1.947
IRIS-SCORE-02613,6.854,2.579,5.951,2.141
IRIS-SCORE-02614,6.827,3.021,5.905,1.781
IRIS-SCORE-02615,7.286,2.979,6.666,2.392
IRIS-SCORE-02616,5.967,3.131,4.255,1.33
IRIS-SCORE-02617,6.148,2.729,4.934,1.895
IRIS-SCORE-02618,5.076,2.915,4.054,1.402
IRIS-SCORE-02619,6.765,3.037,5.208,1.579
IRIS-SCORE-02620,6.87,2.75,4.808,1.376
IRIS-SCORE-02621,6.148,2.744,4.954,1.496
IRIS-SCORE-02622,5.596,3.069,4.352,1.67
IRIS-SCORE-02623,6.209,2.85,4.086,1.395
IRIS-SCORE-02624,7.456,3.043,5.75,2.182
IRIS-SCORE-02625,7.143,3.279,6.199,2.128
IRIS-SCORE-02626,6.145,3.165,5.143,2.32
IRIS-SCORE-02627,5.85,2.528,5.214,1.899
IRIS-SCORE-02628,5.371,2.66,4.886,1.708
IRIS-SCORE-02629,6.663,2.76,5.258,1.651
IRIS-SCORE-02630,6.388,2.746,4.897,1.866
IRIS-SCORE-02631,6.068,2.624,5.08,1.417
IRIS-SCORE-02632,7.153,2.65,5.655,1.875
IRIS-SCORE-02633,5.411,2.537,4.498,1.787
IRIS-SCORE-02634,6.177,2.649,4.628,1.12
IRIS-SCORE-02635,6.407,3.072,5.339,1.979
IRIS-SCORE-02636,6.149,2.756,4.858,1.664
IRIS-SCORE-02637,6.071,2.666,5.202,2.051
IRIS-SCORE-02638,6.699,3.436,5.786,2.256
IRIS-SCORE-02639,7.393,3.187,6.57,2.15
IRIS-SCORE-02640,5.603,2.65,4.517,1.432
IRIS-SCORE-02641,5.643,2.79,3.847,1.22
IRIS-SCORE-02642,6.966,2.819,5.106,1.953
IRIS-SCORE-02643,6.041,2.601,3.214,0.906
IRIS-SCORE-02644,6.626,2.825,4.99,1.543
IRIS-SCORE-02645,5.631,2.793,4.583,1.41
IRIS-SCORE-02646,5.758,3.025,4.697,1.441
IRIS-SCORE-02647,6.52,3.267,5.008,1.501
IRIS-SCORE-02648,5.588,2.658,4.016,1.34
IRIS-SCORE-02649,6.975,3.283,5.882,2.389
IRIS-SCORE-02650,5.488,2.726,4.559,1.449
IRIS-SCORE-02651,5.688,2.868,4.135,1.518
IRIS-SCORE-02652,6.194,2.985,5.504,2.043
IRIS-SCORE-02653,6.453,2.912,4.31,1.379
IRIS-SCORE-02654,5.495,2.993,3.868,1.43
IRIS-SCORE-02655,6.177,2.505,4.283,1.363
IRIS-SCORE-02656,6.335,2.721,4.343,1.468
IRIS-SCORE-02657,6.535,3.148,5.523,2.511
IRIS-SCORE-02658,6.417,2.797,4.708,1.222
IRIS-SCORE-02659,6.979,3.118,5.499,1.603
IRIS-SCORE-02660,6.167,2.417,4.496,1.311
IRIS-SCORE-02661,6.419,3.173,4.78,1.517
IRIS-SCORE-02662,6.598,2.93,5.104,2.169
IRIS-SCORE-02663,4.916,2.678,3.671,1.198
IRIS-SCORE-02664,5.415,2.405,4.118,1.026
IRIS-SCORE-02665,5.691,2.625,3.932,1.356
IRIS-SCORE-02666,5.884,2.475,4.876,1.779
IRIS-SCORE-02667,5.565,2.611,4.996,2.083
IRIS-SCORE-02668,6.827,3.225,5.678,2.095
IRIS-SCORE-02669,5.691,3.004,4.039,1.146
IRIS-SCORE-02670,6.493,3.452,5.645,2.346
IRIS-SCORE-02671,6.004,2.473,4.101,1.355
IRIS-SCORE-02672,5.677,2.769,3.827,1.08
IRIS-SCORE-02673,6.46,3.132,5.872,2.305
IRIS-SCORE-02674,5.979,2.68,4.473,1.306
IRIS-SCORE-02675,6.339,2.669,4.385,1.311
IRIS-SCORE-02676,5.163,2.858,4.344,1.625
IRIS-SCORE-02677,6.553,2.417,4.511,1.312
IRIS-SCORE-02678,6.271,3.434,5.32,2.191
IRIS-SCORE-02679,6.327,2.893,4.563,1.379
IRIS-SCORE-02680,6.755,3.283,5.236,1.697
IRIS-SCORE-02681,6.616,3.15,5.364,2.004
IRIS-SCORE-02682,7.705,2.908,6.372,1.725
IRIS-SCORE-02683,6.757,2.741,5.711,2.236
IRIS-SCORE-02684,5.942,2.987,4.378,1.641
IRIS-SCORE-02685,6.888,3.192,5.755,1.822
IRIS-SCORE-02686,7.293,3.679,5.712,2.333
IRIS-SCORE-02687,6.242,2.432,5.399,1.814
IRIS-SCORE-02688,5.543,2.695,4.545,1.444
IRIS-SCORE-02689,6.4,3.006,5.307,2.516
IRIS-SCORE-02690,6.366,2.954,6.001,2.101
IRIS-SCORE-02691,7.304,3.174,5.945,2.177
IRIS-SCORE-02692,5.348,2.272,3.753,1.172
IRIS-SCORE-02693,6.021,3.024,4.476,1.47
