row_id,species
IRIS-SCORE-02473,versicolor
IRIS-SCORE-02474,virginica
IRIS-SCORE-02475,versicolor
IRIS-SCORE-02476,versicolor
IRIS-SCORE-02477,versicolor
IRIS-SCORE-02478,versicolor
IRIS-SCORE-02479,virginica
IRIS-SCORE-02480,virginica
IRIS-SCORE-02481,virginica
IRIS-SCORE-02482,virginica
IRIS-SCORE-02483,versicolor
IRIS-SCORE-02484,virginica
IRIS-SCORE-02485,virginica
IRIS-SCORE-02486,virginica
IRIS-SCORE-02487,versicolor
IRIS-SCORE-02488,virginica
IRIS-SCORE-02489,virginica
IRIS-SCORE-02490,virginica
IRIS-SCORE-02491,versicolor
IRIS-SCORE-02492,versicolor
IRIS-SCORE-02493,versicolor
IRIS-SCORE-02494,versicolor
IRIS-SCORE-02495,virginica
IRIS-SCORE-02496,versicolor
IRIS-SCORE-02497,versicolor
IRIS-SCORE-02498,virginica
IRIS-SCORE-02499,versicolor
IRIS-SCORE-02500,virginica
IRIS-SCORE-02501,virginica
IRIS-SCORE-02502,virginica
IRIS-SCORE-02503,virginica
IRIS-SCORE-02504,versicolor
IRIS-SCORE-02505,virginica
IRIS-SCORE-02506,versicolor
IRIS-SCORE-02507,versicolor
IRIS-SCORE-02508,versicolor
IRIS-SCORE-02509,versicolor
IRIS-SCORE-02510,versicolor
IRIS-SCORE-02511,versicolor
IRIS-SCORE-02512,versicolor
IRIS-SCORE-02513,virginica
IRIS-SCORE-02514,virginica
IRIS-SCORE-02515,virginica
IRIS-SCORE-02516,versicolor
IRIS-SCORE-02517,versicolor
IRIS-SCORE-02518,virginica
IRIS-SCORE-02519,virginica
IRIS-SCORE-02520,versicolor
IRIS-SCORE-02521,virginica
IRIS-SCORE-02522,virginica
IRIS-SCORE-02523,virginica
IRIS-SCORE-02524,virginica
IRIS-SCORE-02525,versicolor
IRIS-SCORE-02526,virginica
IRIS-SCORE-02527,virginica
IRIS-SCORE-02528,virginica
IRIS-SCORE-02529,versicolor
IRIS-SCORE-02530,virginica
IRIS-SCORE-02531,versicolor
IRIS-SCORE-02532,versicolor
IRIS-SCORE-02533,virginica
IRIS-SCORE-02534,virginica
IRIS-SCORE-02535,versicolor
IRIS-SCORE-02536,versicolor
IRIS-SCORE-02537,virginica
IRIS-SCORE-02538,versicolor
IRIS-SCORE-02539,virginica
IRIS-SCORE-02540,virginica
IRIS-SCORE-02541,versicolor
IRIS-SCORE-02542,virginica
IRIS-SCORE-02543,virginica
IRIS-SCORE-02544,versicolor
IRIS-SCORE-02545,versicolor
IRIS-SCORE-02546,versicolor
IRIS-SCORE-02547,virginica
IRIS-SCORE-02548,versicolor
IRIS-SCORE-02549,virginica
IRIS-SCORE-02550,versicolor
IRIS-SCORE-02551,versicolor
IRIS-SCORE-02552,versicolor
IRIS-SCORE-02553,virginica
IRIS-SCORE-02554,versicolor
IRIS-SCORE-02555,virginica
IRIS-SCORE-02556,virginica
IRIS-SCORE-02557,versicolor
IRIS-SCORE-02558,virginica
IRIS-SCORE-02559,virginica
IRIS-SCORE-02560,versicolor
IRIS-SCORE-02561,virginica
IRIS-SCORE-02562,virginica
IRIS-SCORE-02563,virginica
IRIS-SCORE-02564,virginica
IRIS-SCORE-02565,virginica
IRIS-SCORE-02566,versicolor
IRIS-SCORE-02567,versicolor
IRIS-SCORE-02568,versicolor
IRIS-SCORE-02569,versicolor
IRIS-SCORE-02570,versicolor
IRIS-SCORE-02571,versicolor
IRIS-SCORE-02572,virginica
IRIS-SCORE-02573,versicolor
IRIS-SCORE-02574,versicolor
IRIS-SCORE-02575,virginica
IRIS-SCORE-02576,virginica
IRIS-SCORE-02577,virginica
IRIS-SCORE-02578,versicolor
IRIS-SCORE-02579,versicolor
IRIS-SCORE-02580,versicolor
IRIS-SCORE-02581,versicolor
IRIS-SCORE-02582,virginica
IRIS-SCORE-02583,virginica
IRIS-SCORE-02584,versicolor
IRIS-SCORE-02585,virginica
IRIS-SCORE-02586,versicolor
IRIS-SCORE-02587,virginica
IRIS-SCORE-02588,versicolor
IRIS-SCORE-02589,virginica
IRIS-SCORE-02590,virginica
IRIS-SCORE-02591,virginica
IRIS-SCORE-02592,versicolor
IRIS-SCORE-02593,versicolor
IRIS-SCORE-02594,virginica
IRIS-SCORE-02595,virginica
IRIS-SCORE-02596,versicolor
IRIS-SCORE-02597,versicolor
IRIS-SCORE-02598,virginica
IRIS-SCORE-02599,versicolor
IRIS-SCORE-02600,versicolor
IRIS-SCORE-02601,versicolor
IRIS-SCORE-02602,versicolor
IRIS-SCORE-02603,virginica
IRIS-SCORE-02604,versicolor
IRIS-SCORE-02605,virginica
IRIS-SCORE-02606,virginica
IRIS-SCORE-02607,virginica
IRIS-SCORE-02608,virginica
IRIS-SCORE-02609,versicolor
IRIS-SCORE-02610,virginica
IRIS-SCORE-02611,versicolor
IRIS-SCORE-02612,virginica
IRIS-SCORE-02613,virginica
IRIS-SCORE-02614,virginica
IRIS-SCORE-02615,virginica
IRIS-SCORE-02616,versicolor
IRIS-SCORE-02617,virginica
IRIS-SCORE-02618,versicolor
IRIS-SCORE-02619,versicolor
IRIS-SCORE-02620,versicolor
IRIS-SCORE-02621,versicolor
IRIS-SCORE-02622,versicolor
IRIS-SCORE-02623,versicolor
IRIS-SCORE-02624,virginica
IRIS-SCORE-02625,virginica
IRIS-SCORE-02626,virginica
IRIS-SCORE-02627,virginica
IRIS-SCORE-02628,virginica
IRIS-SCORE-02629,virginica
IRIS-SCORE-02630,virginica
IRIS-SCORE-02631,virginica
IRIS-SCORE-02632,virginica
IRIS-SCORE-02633,virginica
IRIS-SCORE-02634,versicolor
IRIS-SCORE-02635,virginica
IRIS-SCORE-02636,virginica
IRIS-SCORE-02637,virginica
IRIS-SCORE-02638,virginica
IRIS-SCORE-02639,virginica
IRIS-SCORE-02640,virginica
IRIS-SCORE-02641,versicolor
IRIS-SCORE-02642,virginica
IRIS-SCORE-02643,versicolor
IRIS-SCORE-02644,versicolor
IRIS-SCORE-02645,virginica
IRIS-SCORE-02646,versicolor
IRIS-SCORE-02647,versicolor
IRIS-SCORE-02648,versicolor
IRIS-SCORE-02649,virginica
IRIS-SCORE-02650,versicolor
IRIS-SCORE-02651,versicolor
IRIS-SCORE-02652,virginica
IRIS-SCORE-02653,versicolor
IRIS-SCORE-02654,versicolor
IRIS-SCORE-02655,versicolor
IRIS-SCORE-02656,versicolor
IRIS-SCORE-02657,virginica
IRIS-SCORE-02658,versicolor
IRIS-SCORE-02659,virginica
IRIS-SCORE-02660,versicolor
IRIS-SCORE-02661,versicolor
IRIS-SCORE-02662,virginica
IRIS-SCORE-02663,versicolor
IRIS-SCORE-02664,versicolor
IRIS-SCORE-02665,versicolor
IRIS-SCORE-02666,virginica
IRIS-SCORE-02667,virginica
IRIS-SCORE-02668,virginica
IRIS-SCORE-02669,versicolor
IRIS-SCORE-02670,virginica
IRIS-SCORE-02671,versicolor
IRIS-SCORE-02672,versicolor
IRIS-SCORE-02673,virginica
IRIS-SCORE-02674,versicolor
IRIS-SCORE-02675,versicolor
IRIS-SCORE-02676,virginica
IRIS-SCORE-02677,versicolor
IRIS-SCORE-02678,virginica
IRIS-SCORE-02679,versicolor
IRIS-SCORE-02680,versicolor
IRIS-SCORE-02681,virginica
IRIS-SCORE-02682,virginica
IRIS-SCORE-02683,virginica
IRIS-SCORE-02684,versicolor
IRIS-SCORE-02685,virginica
IRIS-SCORE-02686,virginica
IRIS-SCORE-02687,virginica
IRIS-SCORE-02688,versicolor
IRIS-SCORE-02689,virginica
IRIS-SCORE-02690,virginica
IRIS-SCORE-02691,virginica
IRIS-SCORE-02692,versicolor
IRIS-SCORE-02693,versicolor
IRIS-SCORE-02694,virginica
IRIS-SCORE-02695,virginica
IRIS-SCORE-02696,virginica
IRIS-SCORE-02697,versicolor
IRIS-SCORE-02698,versicolor
IRIS-SCORE-02699,versicolor
IRIS-SCORE-02700,versicolor
IRIS-SCORE-02701,versicolor
IRIS-SCORE-02702,virginica
IRIS-SCORE-02703,virginica
IRIS-SCORE-02704,versicolor
IRIS-SCORE-02705,virginica
IRIS-SCORE-02706,versicolor
IRIS-SCORE-02707,versicolor
IRIS-SCORE-02708,virginica
IRIS-SCORE-02709,versicolor
IRIS-SCORE-02710,versicolor
IRIS-SCORE-02711,versicolor
IRIS-SCORE-02712,virginica
IRIS-SCORE-02713,versicolor
IRIS-SCORE-02714,versicolor
IRIS-SCORE-02715,versicolor
IRIS-SCORE-02716,virginica
IRIS-SCORE-02717,versicolor
IRIS-SCORE-02718,versicolor
IRIS-SCORE-02719,versicolor
IRIS-SCORE-02720,versicolor
IRIS-SCORE-02721,versicolor
IRIS-SCORE-02722,virginica
IRIS-SCORE-02723,versicolor
IRIS-SCORE-02724,versicolor
IRIS-SCORE-02725,virginica
IRIS-SCORE-02726,virginica
IRIS-SCORE-02727,virginica
IRIS-SCORE-02728,virginica
IRIS-SCORE-02729,virginica
IRIS-SCORE-02730,versicolor
IRIS-SCORE-02731,virginica
IRIS-SCORE-02732,virginica
IRIS-SCORE-02733,virginica
IRIS-SCORE-02734,virginica
IRIS-SCORE-02735,virginica
IRIS-SCORE-02736,versicolor
IRIS-SCORE-02737,virginica
IRIS-SCORE-02738,versicolor
IRIS-SCORE-02739,versicolor
IRIS-SCORE-02740,versicolor
IRIS-SCORE-02741,virginica
IRIS-SCORE-02742,versicolor
IRIS-SCORE-02743,versicolor
IRIS-SCORE-02744,versicolor
IRIS-SCORE-02745,virginica
IRIS-SCORE-02746,virginica
IRIS-SCORE-02747,versicolor
IRIS-SCORE-02748,virginica
IRIS-SCORE-02749,virginica
IRIS-SCORE-02750,versicolor
IRIS-SCORE-02751,virginica
IRIS-SCORE-02752,versicolor
IRIS-SCORE-02753,versicolor
IRIS-SCORE-02754,virginica
IRIS-SCORE-02755,versicolor
IRIS-SCORE-02756,versicolor
IRIS-SCORE-02757,versicolor
IRIS-SCORE-02758,versicolor
IRIS-SCORE-02759,virginica
IRIS-SCORE-02760,virginica
IRIS-SCORE-02761,versicolor
IRIS-SCORE-02762,virginica
IRIS-SCORE-02763,virginica
IRIS-SCORE-02764,virginica
IRIS-SCORE-02765,virginica
IRIS-SCORE-02766,versicolor
IRIS-SCORE-02767,versicolor
IRIS-SCORE-02768,virginica
IRIS-SCORE-02769,virginica
IRIS-SCORE-02770,versicolor
IRIS-SCORE-02771,virginica
IRIS-SCORE-02772,virginica
IRIS-SCORE-02773,versicolor
IRIS-SCORE-02774,virginica
IRIS-SCORE-02775,versicolor
IRIS-SCORE-02776,virginica
IRIS-SCORE-02777,versicolor
IRIS-SCORE-02778,virginica
IRIS-SCORE-02779,virginica
IRIS-SCORE-02780,virginica
IRIS-SCORE-02781,versicolor
IRIS-SCORE-02782,virginica
IRIS-SCORE-02783,virginica
IRIS-SCORE-02784,versicolor
IRIS-SCORE-02785,versicolor
IRIS-SCORE-02786,versicolor
IRIS-SCORE-02787,versicolor
IRIS-SCORE-02788,virginica
IRIS-SCORE-02789,versicolor
IRIS-SCORE-02790,virginica
IRIS-SCORE-02791,virginica
IRIS-SCORE-02792,virginica
IRIS-SCORE-02793,virginica
IRIS-SCORE-02794,virginica
IRIS-SCORE-02795,versicolor
IRIS-SCORE-02796,virginica
IRIS-SCORE-02797,versicolor
IRIS-SCORE-02798,versicolor
IRIS-SCORE-02799,virginica
IRIS-SCORE-02800,versicolor
IRIS-SCORE-02801,versicolor
IRIS-SCORE-02802,versicolor
IRIS-SCORE-02803,virginica
IRIS-SCORE-02804,versicolor
IRIS-SCORE-02805,virginica
IRIS-SCORE-02806,virginica
IRIS-SCORE-02807,virginica
IRIS-SCORE-02808,virginica
IRIS-SCORE-02809,versicolor
IRIS-SCORE-02810,virginica
IRIS-SCORE-02811,virginica
IRIS-SCORE-02812,versicolor
IRIS-SCORE-02813,virginica
IRIS-SCORE-02814,virginica
IRIS-SCORE-02815,virginica
IRIS-SCORE-02816,versicolor
IRIS-SCORE-02817,versicolor
IRIS-SCORE-02818,versicolor
IRIS-SCORE-02819,virginica
IRIS-SCORE-02820,versicolor
IRIS-SCORE-02821,virginica
IRIS-SCORE-02822,virginica
IRIS-SCORE-02823,virginica
IRIS-SCORE-02824,virginica
IRIS-SCORE-02825,versicolor
IRIS-SCORE-02826,versicolor
IRIS-SCORE-02827,versicolor
IRIS-SCORE-02828,versicolor
IRIS-SCORE-02829,virginica
IRIS-SCORE-02830,virginica
IRIS-SCORE-02831,versicolor
IRIS-SCORE-02832,versicolor
IRIS-SCORE-02833,versicolor
IRIS-SCORE-02834,versicolor
IRIS-SCORE-02835,virginica
IRIS-SCORE-02836,virginica
IRIS-SCORE-02837,versicolor
IRIS-SCORE-02838,versicolor
IRIS-SCORE-02839,virginica
IRIS-SCORE-02840,virginica
IRIS-SCORE-02841,versicolor
IRIS-SCORE-02842,virginica
IRIS-SCORE-02843,virginica
IRIS-SCORE-02844,versicolor
IRIS-SCORE-02845,virginica
IRIS-SCORE-02846,virginica
IRIS-SCORE-02847,virginica
IRIS-SCORE-02848,virginica
IRIS-SCORE-02849,virginica
IRIS-SCORE-02850,versicolor
IRIS-SCORE-02851,virginica
IRIS-SCORE-02852,virginica
IRIS-SCORE-02853,virginica
IRIS-SCORE-02854,versicolor
IRIS-SCORE-02855,versicolor
IRIS-SCORE-02856,versicolor
IRIS-SCORE-02857,versicolor
IRIS-SCORE-02858,virginica
IRIS-SCORE-02859,virginica
IRIS-SCORE-02860,virginica
IRIS-SCORE-02861,virginica
IRIS-SCORE-02862,versicolor
IRIS-SCORE-02863,virginica
IRIS-SCORE-02864,virginica
IRIS-SCORE-02865,virginica
IRIS-SCORE-02866,versicolor
IRIS-SCORE-02867,versicolor
IRIS-SCORE-02868,versicolor
IRIS-SCORE-02869,virginica
IRIS-SCORE-02870,versicolor
IRIS-SCORE-02871,versicolor
IRIS-SCORE-02872,versicolor
IRIS-SCORE-02873,versicolor
IRIS-SCORE-02874,versicolor
IRIS-SCORE-02875,virginica
IRIS-SCORE-02876,versicolor
IRIS-SCORE-02877,virginica
IRIS-SCORE-02878,versicolor
IRIS-SCORE-02879,virginica
IRIS-SCORE-02880,virginica
IRIS-SCORE-02881,versicolor
IRIS-SCORE-02882,virginica
IRIS-SCORE-02883,virginica
IRIS-SCORE-02884,versicolor
IRIS-SCORE-02885,versicolor
IRIS-SCORE-02886,virginica
IRIS-SCORE-02887,virginica
IRIS-SCORE-02888,versicolor
IRIS-SCORE-02889,versicolor
IRIS-SCORE-02890,virginica
IRIS-SCORE-02891,virginica
IRIS-SCORE-02892,versicolor
IRIS-SCORE-02893,versicolor
IRIS-SCORE-02894,virginica
IRIS-SCORE-02895,versicolor
IRIS-SCORE-02896,virginica
IRIS-SCORE-02897,versicolor
IRIS-SCORE-02898,versicolor
IRIS-SCORE-02899,virginica
IRIS-SCORE-02900,virginica
IRIS-SCORE-02901,versicolor
IRIS-SCORE-02902,virginica
IRIS-SCORE-02903,versicolor
IRIS-SCORE-02904,versicolor
IRIS-SCORE-02905,virginica
IRIS-SCORE-02906,virginica
IRIS-SCORE-02907,versicolor
IRIS-SCORE-02908,versicolor
IRIS-SCORE-02909,virginica
IRIS-SCORE-02910,virginica
IRIS-SCORE-02911,versicolor
IRIS-SCORE-02912,virginica
IRIS-SCORE-02913,virginica
IRIS-SCORE-02914,virginica
IRIS-SCORE-02915,versicolor
IRIS-SCORE-02916,versicolor
IRIS-SCORE-02917,virginica
IRIS-SCORE-02918,virginica
IRIS-SCORE-02919,virginica
IRIS-SCORE-02920,versicolor
IRIS-SCORE-02921,virginica
IRIS-SCORE-02922,virginica
IRIS-SCORE-02923,virginica
IRIS-SCORE-02924,versicolor
IRIS-SCORE-02925,versicolor
IRIS-SCORE-02926,versicolor
IRIS-SCORE-02927,versicolor
IRIS-SCORE-02928,virginica
IRIS-SCORE-02929,versicolor
IRIS-SCORE-02930,virginica
IRIS-SCORE-02931,virginica
IRIS-SCORE-02932,virginica
IRIS-SCORE-02933,versicolor
IRIS-SCORE-02934,virginica
IRIS-SCORE-02935,versicolor
IRIS-SCORE-02936,virginica
IRIS-SCORE-02937,virginica
IRIS-SCORE-02938,versicolor
IRIS-SCORE-02939,versicolor
IRIS-SCORE-02940,virginica
IRIS-SCORE-02941,versicolor
IRIS-SCORE-02942,virginica
IRIS-SCORE-02943,virginica
IRIS-SCORE-02944,versicolor
IRIS-SCORE-02945,virginica
IRIS-SCORE-02946,virginica
IRIS-SCORE-02947,versicolor
IRIS-SCORE-02948,virginica
IRIS-SCORE-02949,virginica
IRIS-SCORE-02950,versicolor
IRIS-SCORE-02951,virginica
IRIS-SCORE-02952,virginica
IRIS-SCORE-02953,versicolor
IRIS-SCORE-02954,versicolor
IRIS-SCORE-02955,versicolor
IRIS-SCORE-02956,versicolor
IRIS-SCORE-02957,virginica
IRIS-SCORE-02958,virginica
IRIS-SCORE-02959,virginica
IRIS-SCORE-02960,virginica
IRIS-SCORE-02961,versicolor
IRIS-SCORE-02962,versicolor
IRIS-SCORE-02963,virginica
IRIS-SCORE-02964,virginica
IRIS-SCORE-02965,versicolor
IRIS-SCORE-02966,virginica
IRIS-SCORE-02967,versicolor
IRIS-SCORE-02968,virginica
IRIS-SCORE-02969,versicolor
IRIS-SCORE-02970,virginica
IRIS-SCORE-02971,versicolor
IRIS-SCORE-02972,versicolor
IRIS-SCORE-02973,virginica
IRIS-SCORE-02974,virginica
IRIS-SCORE-02975,versicolor
IRIS-SCORE-02976,virginica
IRIS-SCORE-02977,versicolor
IRIS-SCORE-02978,virginica
IRIS-SCORE-02979,versicolor
IRIS-SCORE-02980,virginica
IRIS-SCORE-02981,virginica
IRIS-SCORE-02982,versicolor
IRIS-SCORE-02983,versicolor
IRIS-SCORE-02984,versicolor
IRIS-SCORE-02985,versicolor
IRIS-SCORE-02986,virginica
IRIS-SCORE-02987,versicolor
IRIS-SCORE-02988,virginica
IRIS-SCORE-02989,virginica
IRIS-SCORE-02990,virginica
IRIS-SCORE-02991,virginica
IRIS-SCORE-02992,versicolor
IRIS-SCORE-02993,versicolor
IRIS-SCORE-02994,versicolor
IRIS-SCORE-02995,versicolor
IRIS-SCORE-02996,versicolor
IRIS-SCORE-02997,virginica
IRIS-SCORE-02998,versicolor
IRIS-SCORE-02999,versicolor
IRIS-SCORE-03000,virginica
IRIS-SCORE-03001,versicolor
IRIS-SCORE-03002,versicolor
IRIS-SCORE-03003,virginica
IRIS-SCORE-03004,versicolor
IRIS-SCORE-03005,versicolor
IRIS-SCORE-03006,versicolor
IRIS-SCORE-03007,virginica
IRIS-SCORE-03008,virginica
IRIS-SCORE-03009,virginica
IRIS-SCORE-03010,versicolor
IRIS-SCORE-03011,virginica
IRIS-SCORE-03012,virginica
IRIS-SCORE-03013,versicolor
IRIS-SCORE-03014,virginica
IRIS-SCORE-03015,versicolor
IRIS-SCORE-03016,virginica
IRIS-SCORE-03017,versicolor
IRIS-SCORE-03018,virginica
IRIS-SCORE-03019,virginica
IRIS-SCORE-03020,versicolor
IRIS-SCORE-03021,versicolor
IRIS-SCORE-03022,virginica
IRIS-SCORE-03023,virginica
IRIS-SCORE-03024,virginica
IRIS-SCORE-03025,virginica
IRIS-SCORE-03026,versicolor
IRIS-SCORE-03027,versicolor
IRIS-SCORE-03028,virginica
IRIS-SCORE-03029,virginica
IRIS-SCORE-03030,versicolor
IRIS-SCORE-03031,virginica
IRIS-SCORE-03032,virginica
IRIS-SCORE-03033,versicolor
IRIS-SCORE-03034,virginica
IRIS-SCORE-03035,versicolor
IRIS-SCORE-03036,versicolor
IRIS-SCORE-03037,virginica
IRIS-SCORE-03038,versicolor
IRIS-SCORE-03039,virginica
IRIS-SCORE-03040,versicolor
IRIS-SCORE-03041,virginica
IRIS-SCORE-03042,virginica
IRIS-SCORE-03043,versicolor
IRIS-SCORE-03044,virginica
IRIS-SCORE-03045,virginica
IRIS-SCORE-03046,versicolor
IRIS-SCORE-03047,versicolor
IRIS-SCORE-03048,versicolor
IRIS-SCORE-03049,versicolor
IRIS-SCORE-03050,versicolor
IRIS-SCORE-03051,virginica
IRIS-SCORE-03052,versicolor
IRIS-SCORE-03053,virginica
IRIS-SCORE-03054,virginica
IRIS-SCORE-03055,versicolor
IRIS-SCORE-03056,versicolor
IRIS-SCORE-03057,virginica
IRIS-SCORE-03058,versicolor
IRIS-SCORE-03059,virginica
IRIS-SCORE-03060,versicolor
IRIS-SCORE-03061,virginica
IRIS-SCORE-03062,versicolor
IRIS-SCORE-03063,versicolor
IRIS-SCORE-03064,virginica
IRIS-SCORE-03065,virginica
IRIS-SCORE-03066,virginica
IRIS-SCORE-03067,versicolor
IRIS-SCORE-03068,versicolor
IRIS-SCORE-03069,versicolor
IRIS-SCORE-03070,virginica
IRIS-SCORE-03071,versicolor
IRIS-SCORE-03072,versicolor
IRIS-SCORE-03073,virginica
IRIS-SCORE-03074,versicolor
IRIS-SCORE-03075,versicolor
IRIS-SCORE-03076,versicolor
IRIS-SCORE-03077,virginica
IRIS-SCORE-03078,versicolor
IRIS-SCORE-03079,versicolor
IRIS-SCORE-03080,versicolor
IRIS-SCORE-03081,versicolor
IRIS-SCORE-03082,versicolor
IRIS-SCORE-03083,virginica
IRIS-SCORE-03084,virginica
IRIS-SCORE-03085,versicolor
IRIS-SCORE-03086,versicolor
IRIS-SCORE-03087,virginica
IRIS-SCORE-03088,versicolor
IRIS-SCORE-03089,versicolor
IRIS-SCORE-03090,versicolor
IRIS-SCORE-03091,versicolor
IRIS-SCORE-03092,versicolor
IRIS-SCORE-03093,versicolor
IRIS-SCORE-03094,versicolor
IRIS-SCORE-03095,virginica
IRIS-SCORE-03096,virginica
IRIS-SCORE-03097,versicolor
IRIS-SCORE-03098,versicolor
IRIS-SCORE-03099,versicolor
IRIS-SCORE-03100,virginica
IRIS-SCORE-03101,versicolor
IRIS-SCORE-03102,versicolor
IRIS-SCORE-03103,versicolor
IRIS-SCORE-03104,versicolor
IRIS-SCORE-03105,virginica
IRIS-SCORE-03106,versicolor
IRIS-SCORE-03107,virginica
IRIS-SCORE-03108,versicolor
IRIS-SCORE-03109,virginica
IRIS-SCORE-03110,virginica
IRIS-SCORE-03111,versicolor
IRIS-SCORE-03112,virginica
IRIS-SCORE-03113,virginica
IRIS-SCORE-03114,virginica
IRIS-SCORE-03115,versicolor
IRIS-SCORE-03116,versicolor
IRIS-SCORE-03117,virginica
IRIS-SCORE-03118,versicolor
IRIS-SCORE-03119,virginica
IRIS-SCORE-03120,versicolor
IRIS-SCORE-03121,versicolor
IRIS-SCORE-03122,virginica
IRIS-SCORE-03123,versicolor
IRIS-SCORE-03124,virginica
IRIS-SCORE-03125,virginica
IRIS-SCORE-03126,virginica
IRIS-SCORE-03127,versicolor
IRIS-SCORE-03128,virginica
IRIS-SCORE-03129,virginica
IRIS-SCORE-03130,versicolor
IRIS-SCORE-03131,versicolor
IRIS-SCORE-03132,virginica
IRIS-SCORE-03133,versicolor
IRIS-SCORE-03134,virginica
IRIS-SCORE-03135,virginica
IRIS-SCORE-03136,versicolor
IRIS-SCORE-03137,virginica
IRIS-SCORE-03138,versicolor
IRIS-SCORE-03139,versicolor
IRIS-SCORE-03140,versicolor
IRIS-SCORE-03141,virginica
IRIS-SCORE-03142,versicolor
IRIS-SCORE-03143,virginica
IRIS-SCORE-03144,virginica
IRIS-SCORE-03145,virginica
IRIS-SCORE-03146,versicolor
IRIS-SCORE-03147,virginica
IRIS-SCORE-03148,virginica
IRIS-SCORE-03149,virginica
IRIS-SCORE-03150,virginica
IRIS-SCORE-03151,virginica
IRIS-SCORE-03152,virginica
IRIS-SCORE-03153,versicolor
IRIS-SCORE-03154,virginica
IRIS-SCORE-03155,versicolor
IRIS-SCORE-03156,versicolor
IRIS-SCORE-03157,virginica
IRIS-SCORE-03158,versicolor
IRIS-SCORE-03159,virginica
IRIS-SCORE-03160,versicolor
IRIS-SCORE-03161,versicolor
IRIS-SCORE-03162,virginica
IRIS-SCORE-03163,virginica
IRIS-SCORE-03164,versicolor
IRIS-SCORE-03165,versicolor
IRIS-SCORE-03166,versicolor
IRIS-SCORE-03167,virginica
IRIS-SCORE-03168,virginica
IRIS-SCORE-03169,virginica
IRIS-SCORE-03170,virginica
IRIS-SCORE-03171,versicolor
IRIS-SCORE-03172,virginica
IRIS-SCORE-03173,virginica
IRIS-SCORE-03174,versicolor
IRIS-SCORE-03175,virginica
IRIS-SCORE-03176,virginica
IRIS-SCORE-03177,virginica
IRIS-SCORE-03178,versicolor
IRIS-SCORE-03179,versicolor
IRIS-SCORE-03180,versicolor
IRIS-SCORE-03181,versicolor
IRIS-SCORE-03182,virginica
IRIS-SCORE-03183,virginica
IRIS-SCORE-03184,versicolor
IRIS-SCORE-03185,virginica
IRIS-SCORE-03186,versicolor
IRIS-SCORE-03187,virginica
IRIS-SCORE-03188,virginica
IRIS-SCORE-03189,versicolor
IRIS-SCORE-03190,versicolor
IRIS-SCORE-03191,versicolor
IRIS-SCORE-03192,virginica
IRIS-SCORE-03193,virginica
IRIS-SCORE-03194,virginica
IRIS-SCORE-03195,virginica
IRIS-SCORE-03196,virginica
IRIS-SCORE-03197,versicolor
IRIS-SCORE-03198,versicolor
IRIS-SCORE-03199,versicolor
IRIS-SCORE-03200,virginica
IRIS-SCORE-03201,versicolor
IRIS-SCORE-03202,virginica
IRIS-SCORE-03203,virginica
IRIS-SCORE-03204,versicolor
IRIS-SCORE-03205,virginica
IRIS-SCORE-03206,versicolor
IRIS-SCORE-03207,versicolor
IRIS-SCORE-03208,virginica
IRIS-SCORE-03209,versicolor
IRIS-SCORE-03210,virginica
IRIS-SCORE-03211,versicolor
IRIS-SCORE-03212,virginica
IRIS-SCORE-03213,virginica
IRIS-SCORE-03214,virginica
IRIS-SCORE-03215,virginica
IRIS-SCORE-03216,virginica
IRIS-SCORE-03217,virginica
IRIS-SCORE-03218,virginica
IRIS-SCORE-03219,versicolor
IRIS-SCORE-03220,versicolor
IRIS-SCORE-03221,virginica
IRIS-SCORE-03222,virginica
IRIS-SCORE-03223,virginica
IRIS-SCORE-03224,versicolor
IRIS-SCORE-03225,virginica
IRIS-SCORE-03226,versicolor
IRIS-SCORE-03227,virginica
IRIS-SCORE-03228,versicolor
IRIS-SCORE-03229,virginica
IRIS-SCORE-03230,versicolor
IRIS-SCORE-03231,virginica
IRIS-SCORE-03232,versicolor
IRIS-SCORE-03233,virginica
IRIS-SCORE-03234,virginica
IRIS-SCORE-03235,versicolor
IRIS-SCORE-03236,virginica
IRIS-SCORE-03237,versicolor
IRIS-SCORE-03238,versicolor
IRIS-SCORE-03239,virginica
IRIS-SCORE-03240,virginica
IRIS-SCORE-03241,versicolor
IRIS-SCORE-03242,virginica
IRIS-SCORE-03243,versicolor
IRIS-SCORE-03244,versicolor
IRIS-SCORE-03245,virginica
IRIS-SCORE-03246,virginica
IRIS-SCORE-03247,virginica
IRIS-SCORE-03248,versicolor
IRIS-SCORE-03249,virginica
IRIS-SCORE-03250,virginica
IRIS-SCORE-03251,versicolor
IRIS-SCORE-03252,versicolor
IRIS-SCORE-03253,versicolor
IRIS-SCORE-03254,versicolor
IRIS-SCORE-03255,versicolor
IRIS-SCORE-03256,virginica
IRIS-SCORE-03257,versicolor
IRIS-SCORE-03258,versicolor
IRIS-SCORE-03259,versicolor
IRIS-SCORE-03260,virginica
IRIS-SCORE-03261,virginica
IRIS-SCORE-03262,versicolor
IRIS-SCORE-03263,virginica
IRIS-SCORE-03264,virginica
IRIS-SCORE-03265,versicolor
IRIS-SCORE-03266,versicolor
IRIS-SCORE-03267,versicolor
IRIS-SCORE-03268,virginica
IRIS-SCORE-03269,virginica
IRIS-SCORE-03270,virginica
IRIS-SCORE-03271,versicolor
IRIS-SCORE-03272,versicolor
