customer_id,snapshot_month,region,acquisition_channel,customer_segment,plan_type,age,tenure_months,household_income,credit_score,monthly_fee,avg_monthly_usage_gb,app_sessions_30d,support_tickets_90d,late_payments_12m,discount_pct,data_overage_charges,competitor_price_index,nps_score
CHURN-SCORE-03133,2026-07,central,retail,family,standard,52,26,83531.25,677,59.23,108.44,24,0,1,12.48,0.88,0.835,83
CHURN-SCORE-03134,2026-08,west,paid_search,young_professional,standard,35,38,65970.31,709,37.51,86.68,17,0,0,24.08,0,0.77,22
CHURN-SCORE-03135,2026-09,west,organic,young_professional,business,27,7,78617.52,663,117.12,229.03,49,0,0,11.35,0,0.927,74
CHURN-SCORE-03136,2026-07,north,organic,senior,premium,50,108,50703.17,603,66.49,94.87,31,1,0,4.53,0,0.926,80
CHURN-SCORE-03137,2026-08,north,paid_search,family,standard,35,27,91687.73,725,54.05,116.89,40,0,0,22.31,0.51,1.093,43
CHURN-SCORE-03138,2026-09,east,organic,young_professional,premium,34,75,77256.23,699,86.76,159.39,51,0,1,3.68,0.67,0.944,34
CHURN-SCORE-03139,2026-07,south,paid_search,senior,basic,60,60,24795.57,691,31.32,29.6,9,0,0,5.95,0,1.046,75
CHURN-SCORE-03140,2026-08,south,paid_search,family,basic,43,120,82040.5,697,29.45,45.91,22,0,1,23.7,1.5,1.004,46
CHURN-SCORE-03141,2026-09,west,referral,young_professional,standard,28,40,80050.57,725,61.41,77.39,22,0,0,3.58,1.66,0.977,32
CHURN-SCORE-03142,2026-07,west,partner,family,standard,44,50,90654.64,657,69.66,138.98,49,3,0,7.08,9.11,0.996,37
CHURN-SCORE-03143,2026-08,south,organic,small_business,premium,44,15,105126.58,691,109.02,232.92,45,2,0,18.0,14.36,1.098,43
CHURN-SCORE-03144,2026-09,east,partner,family,standard,59,120,51324.37,733,58.55,88.89,40,0,0,6.43,0,0.907,80
CHURN-SCORE-03145,2026-07,west,organic,senior,standard,72,43,50539.56,609,47.21,64.48,19,0,0,9.0,0,1.072,38
CHURN-SCORE-03146,2026-08,north,organic,senior,standard,68,20,72391.28,629,48.72,42.6,0,1,1,13.72,0,0.977,25
CHURN-SCORE-03147,2026-09,east,partner,family,basic,32,13,85277.76,653,41.14,66.12,29,0,0,5.16,1.19,0.839,9
CHURN-SCORE-03148,2026-07,south,paid_search,small_business,business,40,32,96325.24,672,176.87,401.02,100,0,1,16.68,18.49,1.034,29
CHURN-SCORE-03149,2026-08,north,paid_search,young_professional,standard,36,8,58467.85,670,54.88,121.22,39,0,0,5.33,0,1.075,31
CHURN-SCORE-03150,2026-09,central,retail,student,premium,21,31,34267.96,677,48.72,172.91,48,0,1,29.33,2.47,0.873,36
CHURN-SCORE-03151,2026-07,east,paid_search,young_professional,premium,26,24,85847.76,748,79.22,240.23,58,0,0,10.51,11.48,1.022,81
CHURN-SCORE-03152,2026-08,south,organic,student,standard,23,76,18765.11,639,45.78,110.88,23,0,1,12.54,1.03,1.001,71
CHURN-SCORE-03153,2026-09,south,paid_search,family,business,39,4,63218.07,663,113.43,243.1,55,1,0,19.28,0,0.698,67
CHURN-SCORE-03154,2026-07,east,paid_search,young_professional,basic,39,40,58155.24,615,39.28,63.81,10,1,0,13.51,1.66,0.918,45
CHURN-SCORE-03155,2026-08,north,partner,family,standard,36,43,87922.26,731,69.83,140.55,35,2,0,11.95,3.36,1.008,10
CHURN-SCORE-03156,2026-09,north,paid_search,student,basic,22,33,41961.6,696,29.76,63.34,25,2,1,5.43,1.01,0.963,42
CHURN-SCORE-03157,2026-07,north,retail,small_business,premium,48,30,107567.77,763,126.23,273.3,56,2,1,15.36,25.8,1.216,32
CHURN-SCORE-03158,2026-08,east,partner,senior,business,52,120,42014.17,722,106.4,166.97,50,0,1,6.24,0,0.746,71
CHURN-SCORE-03159,2026-09,east,referral,young_professional,premium,19,10,61497.73,750,77.3,175.65,51,1,1,15.74,2.18,0.993,36
CHURN-SCORE-03160,2026-07,north,referral,senior,standard,51,89,50561.16,698,42.38,41.9,30,0,1,5.34,2.61,0.858,51
CHURN-SCORE-03161,2026-08,west,partner,young_professional,business,33,10,85202.21,643,146.02,336.05,81,3,1,0,10.64,0.921,45
CHURN-SCORE-03162,2026-09,east,referral,small_business,business,49,16,90838.42,752,184.51,348.28,91,1,0,13.53,9.99,1.015,57
CHURN-SCORE-03163,2026-07,north,referral,senior,standard,80,27,34155.3,566,39.77,43.7,16,1,2,5.28,1.71,0.781,37
CHURN-SCORE-03164,2026-08,west,retail,student,standard,39,53,45793.66,580,56.4,139.76,42,1,2,0,3.1,1.075,76
CHURN-SCORE-03165,2026-09,west,retail,family,premium,38,52,85675.5,659,92.29,224.37,72,2,0,16.59,11.88,0.95,21
CHURN-SCORE-03166,2026-07,west,organic,family,standard,39,27,101941.86,626,77.06,144.34,34,1,1,0,5.9,1.034,66
CHURN-SCORE-03167,2026-08,west,organic,family,standard,47,32,92576.13,663,55.73,134.83,46,1,1,17.16,1.19,1.011,100
CHURN-SCORE-03168,2026-09,south,referral,small_business,business,62,32,63116.72,660,191.97,413.81,99,0,1,5.44,29.86,1.164,54
CHURN-SCORE-03169,2026-07,north,retail,senior,premium,60,25,53446.04,621,77.6,79.17,27,0,1,0,2.05,0.956,55
CHURN-SCORE-03170,2026-08,west,partner,family,basic,49,21,116181.61,698,50.49,74.03,23,0,0,3.83,2.73,1.042,73
CHURN-SCORE-03171,2026-09,north,retail,young_professional,basic,37,24,63130.86,617,38.58,68.74,33,0,0,18.52,3.44,1.108,68
CHURN-SCORE-03172,2026-07,north,organic,young_professional,standard,43,77,83574.74,695,55.98,150.01,37,2,0,0.36,13.76,0.917,42
CHURN-SCORE-03173,2026-08,central,retail,young_professional,standard,34,26,75989.38,685,51.92,109.42,40,1,1,11.41,0,1.023,63
CHURN-SCORE-03174,2026-09,south,paid_search,small_business,business,48,7,74400.39,694,153.17,384.47,88,1,0,15.91,25.97,1.076,28
CHURN-SCORE-03175,2026-07,west,paid_search,student,basic,18,29,18292.39,570,31.14,62.67,24,1,0,19.59,0,0.954,-9
CHURN-SCORE-03176,2026-08,central,organic,young_professional,standard,21,30,62915.14,738,51.66,118.3,35,1,0,11.34,1.31,0.859,64
CHURN-SCORE-03177,2026-09,north,retail,family,standard,36,39,76393.99,614,61.2,150.81,41,0,0,17.15,11.55,0.851,81
CHURN-SCORE-03178,2026-07,west,retail,young_professional,standard,41,17,99580.25,694,55.77,105.86,28,1,0,12.73,0,0.915,25
CHURN-SCORE-03179,2026-08,west,organic,student,premium,21,21,43529.86,729,61.31,162.59,42,0,0,12.32,0,0.776,42
CHURN-SCORE-03180,2026-09,north,organic,young_professional,basic,32,17,73173.02,588,47.27,62.06,30,0,0,0,2.62,0.946,70
CHURN-SCORE-03181,2026-07,west,paid_search,student,basic,18,10,37980.15,614,24.14,92.09,23,0,0,13.97,3.11,0.928,37
CHURN-SCORE-03182,2026-08,central,retail,senior,standard,72,45,56114.14,709,33.22,118.02,31,0,0,13.59,0,0.787,36
CHURN-SCORE-03183,2026-09,west,organic,senior,standard,73,47,50355.14,539,59.06,57.28,13,1,1,4.41,0,0.855,8
CHURN-SCORE-03184,2026-07,west,referral,senior,premium,59,29,55194.05,562,77.03,177.84,44,0,3,3.81,0,0.948,72
CHURN-SCORE-03185,2026-08,north,partner,young_professional,premium,29,14,52699.76,657,94.73,164.83,46,0,1,2.38,0.76,1.122,59
CHURN-SCORE-03186,2026-09,central,partner,senior,premium,66,32,49083.89,552,70.69,91.67,32,0,1,6.92,2.92,0.925,70
CHURN-SCORE-03187,2026-07,east,referral,senior,premium,62,67,57741.61,604,64.3,145.42,34,1,1,11.2,3.92,0.861,47
CHURN-SCORE-03188,2026-08,east,organic,family,premium,44,20,65576.89,625,100.68,200.71,50,3,0,7.13,3.81,1.137,14
CHURN-SCORE-03189,2026-09,north,referral,senior,basic,74,31,72003.58,558,36.7,22.96,35,1,1,4.71,0.41,0.88,48
CHURN-SCORE-03190,2026-07,west,paid_search,family,premium,45,9,100332.37,636,91.22,201.59,48,0,0,17.88,4.28,0.986,68
CHURN-SCORE-03191,2026-08,west,organic,young_professional,standard,18,12,71254.33,609,69.91,98.15,19,0,0,3.91,0,0.951,78
CHURN-SCORE-03192,2026-09,west,referral,family,basic,52,50,78668.61,638,43.75,73.7,12,1,1,10.85,4.47,1.002,67
CHURN-SCORE-03193,2026-07,west,partner,young_professional,standard,42,19,73892.43,647,57.96,158.05,44,1,0,14.18,16.54,0.966,77
CHURN-SCORE-03194,2026-08,central,retail,small_business,business,47,15,126953.21,588,180.83,427.67,106,1,1,14.14,33.01,1.159,13
CHURN-SCORE-03195,2026-09,west,organic,senior,premium,79,45,81689.34,766,81.38,121.94,31,0,1,0,0,1.146,73
CHURN-SCORE-03196,2026-07,west,organic,senior,standard,54,36,65841.54,661,56.87,61.83,16,1,0,4.75,0,0.884,33
CHURN-SCORE-03197,2026-08,central,organic,family,standard,50,27,43538.49,661,71.19,103.35,29,1,0,5.1,0,0.943,7
CHURN-SCORE-03198,2026-09,north,partner,senior,standard,69,21,48607.33,678,38.49,61.04,13,1,0,9.3,0.72,0.905,25
CHURN-SCORE-03199,2026-07,central,retail,young_professional,basic,18,31,69546.71,625,27.31,44.0,9,1,0,28.84,1.81,0.961,61
CHURN-SCORE-03200,2026-08,south,organic,family,standard,43,31,44813.21,621,69.5,124.76,29,0,0,4.03,1.85,1.146,36
CHURN-SCORE-03201,2026-09,west,organic,young_professional,standard,47,118,103069.04,703,72.3,155.49,24,0,0,0,17.99,0.914,80
CHURN-SCORE-03202,2026-07,north,retail,young_professional,standard,43,48,80017.14,826,53.33,120.84,28,0,1,9.81,0,0.961,70
CHURN-SCORE-03203,2026-08,north,referral,student,basic,20,63,29343.44,680,28.28,62.16,29,1,2,0.61,0.55,0.886,80
CHURN-SCORE-03204,2026-09,west,partner,small_business,standard,39,26,111332.79,677,95.9,170.96,54,0,0,0.97,16.55,1.108,85
CHURN-SCORE-03205,2026-07,central,paid_search,small_business,premium,44,7,106822.1,689,115.13,247.65,56,1,0,18.48,19.09,0.994,32
CHURN-SCORE-03206,2026-08,south,retail,young_professional,standard,25,39,42098.67,732,41.54,133.33,31,1,0,25.21,4.9,0.907,45
CHURN-SCORE-03207,2026-09,north,organic,senior,business,73,22,61894.51,665,98.46,174.99,49,1,0,5.62,0,0.81,63
CHURN-SCORE-03208,2026-07,east,organic,senior,premium,55,41,41409.19,591,77.04,136.68,42,0,0,0,0.58,0.938,80
CHURN-SCORE-03209,2026-08,south,paid_search,family,standard,43,45,65454.23,624,57.18,119.1,34,0,0,9.42,2.99,1.068,24
CHURN-SCORE-03210,2026-09,west,retail,family,basic,56,16,100650.98,744,42.58,73.09,26,1,1,17.41,1.57,1.044,-16
CHURN-SCORE-03211,2026-07,north,partner,family,basic,58,45,72582.95,596,43.38,57.95,26,0,0,0,2.71,1.119,27
CHURN-SCORE-03212,2026-08,west,organic,senior,basic,79,76,64320.39,619,36.56,60.41,20,0,1,8.98,1.93,0.853,22
CHURN-SCORE-03213,2026-09,north,retail,family,basic,44,82,71333.83,621,38.12,44.3,17,1,1,8.54,0,1.067,34
CHURN-SCORE-03214,2026-07,east,referral,young_professional,standard,27,14,78289.47,724,49.02,116.71,21,0,0,4.77,0.84,0.827,49
CHURN-SCORE-03215,2026-08,east,referral,senior,premium,67,50,59929.54,669,76.27,129.66,35,2,1,0,1.58,0.891,40
CHURN-SCORE-03216,2026-09,west,paid_search,senior,premium,65,25,55465.57,647,70.97,138.29,33,0,1,11.94,3.36,0.909,42
CHURN-SCORE-03217,2026-07,west,organic,young_professional,basic,27,20,80918.56,712,44.65,73.02,16,0,0,5.23,4.03,1.071,26
CHURN-SCORE-03218,2026-08,central,paid_search,young_professional,basic,18,7,63155.09,748,31.28,44.7,29,0,0,20.9,0,1.103,33
CHURN-SCORE-03219,2026-09,south,partner,family,business,50,47,85393.09,715,133.9,274.24,65,2,0,1.24,1.58,0.99,54
CHURN-SCORE-03220,2026-07,south,referral,young_professional,business,27,79,46131.29,684,127.05,173.19,39,0,1,1.46,0.13,1.122,92
CHURN-SCORE-03221,2026-08,east,organic,young_professional,standard,42,22,65344.02,621,53.56,122.03,35,1,1,16.74,1.12,0.927,11
CHURN-SCORE-03222,2026-09,central,paid_search,family,premium,57,56,68000.03,702,88.9,202.55,39,0,1,12.28,1.78,0.93,42
CHURN-SCORE-03223,2026-07,south,retail,family,standard,41,36,81686.88,678,50.37,172.46,45,2,0,14.33,17.99,0.962,25
CHURN-SCORE-03224,2026-08,central,paid_search,young_professional,basic,30,74,70020.18,771,40.17,47.05,30,0,0,4.98,0.49,0.996,77
CHURN-SCORE-03225,2026-09,west,paid_search,student,basic,25,3,28237.19,719,37.52,58.47,26,1,0,17.99,0,1.016,46
CHURN-SCORE-03226,2026-07,west,organic,student,premium,19,87,34152.91,637,69.22,169.53,53,0,1,7.52,1.17,0.946,42
CHURN-SCORE-03227,2026-08,west,paid_search,family,standard,48,10,84643.61,658,71.98,166.61,41,0,0,13.77,12.68,1.058,31
CHURN-SCORE-03228,2026-09,north,organic,family,standard,51,34,60328.72,565,67.52,116.64,46,1,1,7.64,3.55,0.964,41
CHURN-SCORE-03229,2026-07,north,paid_search,young_professional,standard,35,10,72833.94,576,59.18,115.13,36,0,0,6.39,0.03,0.939,25
CHURN-SCORE-03230,2026-08,central,partner,family,premium,41,34,89025.32,676,92.98,153.99,40,0,0,9.44,0,0.965,93
CHURN-SCORE-03231,2026-09,north,organic,family,standard,39,24,57639.76,653,65.57,161.9,45,2,1,1.46,11.34,0.994,73
CHURN-SCORE-03232,2026-07,east,partner,student,standard,22,19,49554.99,512,46.88,169.05,36,0,1,8.98,16.4,0.822,21
CHURN-SCORE-03233,2026-08,north,paid_search,senior,standard,67,40,73215.49,563,42.67,43.13,18,0,0,5.06,0,0.874,37
CHURN-SCORE-03234,2026-09,east,referral,family,business,33,34,69785.51,677,153.51,340.49,86,2,1,0.33,13.58,1.079,56
CHURN-SCORE-03235,2026-07,central,paid_search,senior,premium,75,18,49308.11,632,68.43,68.54,20,0,1,7.22,0,1.046,73
CHURN-SCORE-03236,2026-08,east,paid_search,small_business,business,45,14,107455.76,703,155.06,337.21,81,0,0,21.57,12.32,0.971,93
CHURN-SCORE-03237,2026-09,south,retail,young_professional,basic,38,44,37707.3,723,34.94,51.89,19,1,1,18.27,0.19,0.845,59
CHURN-SCORE-03238,2026-07,west,paid_search,young_professional,standard,26,8,66488.81,713,61.04,142.48,36,1,0,17.22,3.91,0.986,34
CHURN-SCORE-03239,2026-08,east,partner,young_professional,standard,26,9,66344.06,662,53.18,96.88,21,0,1,15.6,0,0.893,42
CHURN-SCORE-03240,2026-09,east,paid_search,student,basic,26,36,18554.22,643,28.55,59.8,21,1,1,14.43,0.81,0.878,46
CHURN-SCORE-03241,2026-07,central,retail,family,premium,36,19,72129.3,696,83.89,175.76,53,0,1,16.59,0.23,0.963,89
CHURN-SCORE-03242,2026-08,south,partner,young_professional,premium,33,24,68432.67,754,87.66,228.28,51,1,0,2.02,13.69,0.928,83
CHURN-SCORE-03243,2026-09,west,organic,young_professional,business,39,17,74801.75,580,138.3,263.23,79,0,3,4.86,0,1.115,46
CHURN-SCORE-03244,2026-07,west,organic,student,basic,33,89,43026.93,675,39.06,73.27,23,0,0,8.88,5.86,0.953,17
CHURN-SCORE-03245,2026-08,east,organic,family,premium,51,45,62739.12,801,109.68,199.16,45,0,0,1.37,6.52,1.023,55
CHURN-SCORE-03246,2026-09,north,partner,student,basic,25,11,38412.6,549,20.42,63.5,15,2,1,0,1.42,0.959,26
CHURN-SCORE-03247,2026-07,north,organic,young_professional,basic,29,35,57951.49,684,39.14,48.57,29,1,0,3.44,0.79,0.967,40
CHURN-SCORE-03248,2026-08,west,partner,senior,standard,61,42,60448.87,821,44.39,83.25,24,0,1,4.24,0,0.885,63
CHURN-SCORE-03249,2026-09,west,referral,young_professional,premium,31,14,92228.09,694,96.22,190.17,56,0,0,4.3,0.74,0.94,75
CHURN-SCORE-03250,2026-07,east,organic,young_professional,premium,32,18,90760.11,639,93.85,204.65,53,1,0,0.21,0,0.973,62
CHURN-SCORE-03251,2026-08,west,organic,family,basic,33,22,85090.25,581,40.76,70.43,18,1,0,10.28,1.77,0.932,34
CHURN-SCORE-03252,2026-09,west,retail,young_professional,standard,18,15,67346.49,741,62.82,98.39,34,0,1,9.31,0,0.952,40
CHURN-SCORE-03253,2026-07,north,organic,student,standard,27,71,40360.54,694,45.91,103.74,20,0,0,1.53,2.05,1.036,20
CHURN-SCORE-03254,2026-08,west,partner,senior,premium,59,107,68694.58,697,77.78,138.09,46,1,0,2.35,0,0.878,55
CHURN-SCORE-03255,2026-09,west,retail,young_professional,business,34,78,62452.69,574,119.79,334.71,68,1,2,13.39,6.13,0.964,52
CHURN-SCORE-03256,2026-07,north,referral,young_professional,premium,28,58,64203.88,721,87.78,177.19,66,2,1,4.8,0,1.078,27
CHURN-SCORE-03257,2026-08,north,paid_search,senior,standard,66,5,55539.54,679,49.29,69.09,25,0,0,14.22,0.4,0.88,52
CHURN-SCORE-03258,2026-09,south,paid_search,senior,standard,60,9,59710.6,642,34.05,55.7,25,1,1,20.33,0.75,0.762,32
CHURN-SCORE-03259,2026-07,west,organic,senior,standard,69,119,78193.44,548,56.1,94.54,20,0,2,0,1.47,0.922,46
CHURN-SCORE-03260,2026-08,south,organic,small_business,business,37,14,96599.54,671,190.81,328.55,88,1,0,8.93,15.25,1.005,42
CHURN-SCORE-03261,2026-09,east,retail,young_professional,standard,18,68,65624.29,658,54.91,122.98,36,2,0,0,0,0.968,78
CHURN-SCORE-03262,2026-07,south,paid_search,senior,business,66,7,58272.51,678,96.12,159.55,32,0,0,13.1,0,0.826,33
CHURN-SCORE-03263,2026-08,central,organic,young_professional,standard,23,32,78986.69,728,59.25,107.18,33,2,0,4.72,0,0.927,35
CHURN-SCORE-03264,2026-09,east,paid_search,young_professional,premium,26,25,49887.19,748,80.98,176.54,60,0,0,17.72,3.16,0.878,31
CHURN-SCORE-03265,2026-07,north,paid_search,family,premium,48,33,71291.91,620,83.47,191.59,44,1,0,17.08,2.61,1.002,47
CHURN-SCORE-03266,2026-08,west,organic,senior,standard,54,36,66927.62,670,56.25,60.34,18,2,0,4.74,0,0.863,40
CHURN-SCORE-03267,2026-09,central,paid_search,young_professional,standard,19,65,31388.64,682,55.01,127.7,29,0,1,11.71,1.29,0.981,68
CHURN-SCORE-03268,2026-07,central,partner,young_professional,premium,31,12,65125.24,671,65.83,164.96,38,0,0,26.5,0.31,0.861,87
CHURN-SCORE-03269,2026-08,east,retail,senior,standard,56,88,62824.52,762,36.34,36.0,26,0,0,12.78,0,0.984,51
CHURN-SCORE-03270,2026-09,east,referral,student,basic,18,8,39337.2,617,25.5,52.92,11,2,0,2.89,0.18,0.958,32
CHURN-SCORE-03271,2026-07,north,partner,young_professional,standard,31,69,67362.01,674,51.12,158.16,46,0,0,0,9.29,0.776,70
CHURN-SCORE-03272,2026-08,west,partner,senior,standard,69,32,65375.23,533,50.3,77.5,16,1,0,0,0,0.798,70
CHURN-SCORE-03273,2026-09,north,organic,young_professional,standard,18,13,41525.18,631,59.94,114.43,28,3,0,0.78,2.49,1.08,7
CHURN-SCORE-03274,2026-07,south,paid_search,senior,business,65,10,55635.2,665,96.1,157.66,36,0,0,12.53,0,0.835,40
CHURN-SCORE-03275,2026-08,south,partner,senior,business,82,90,38511.34,718,90.69,202.14,57,1,0,1.12,0,0.856,68
CHURN-SCORE-03276,2026-09,east,retail,family,basic,37,54,60453.01,625,29.96,84.98,21,1,1,11.55,3.98,0.895,66
CHURN-SCORE-03277,2026-07,west,referral,student,basic,19,6,54771.08,693,41.43,71.18,26,1,1,2.55,0,0.891,63
CHURN-SCORE-03278,2026-08,south,retail,family,basic,58,35,76888.47,656,34.06,58.08,16,0,0,9.06,0,0.962,35
CHURN-SCORE-03279,2026-09,north,referral,young_professional,basic,26,29,74831.68,679,34.68,48.13,15,2,1,2.55,0,0.985,20
CHURN-SCORE-03280,2026-07,east,referral,student,basic,18,24,28438.13,697,32.53,66.15,20,0,1,4.87,3.44,1.117,29
CHURN-SCORE-03281,2026-08,east,organic,young_professional,standard,41,17,66556.74,772,65.78,143.39,32,1,0,1.82,7.41,1.062,52
CHURN-SCORE-03282,2026-09,west,retail,young_professional,basic,34,45,65650.11,653,47.19,51.73,34,1,0,23.28,0,1.02,54
CHURN-SCORE-03283,2026-07,west,paid_search,small_business,standard,52,35,111077.79,724,81.66,124.09,23,0,1,12.62,3.98,1.093,27
CHURN-SCORE-03284,2026-08,north,organic,small_business,business,40,14,114913.22,744,196.77,329.89,71,1,0,7.03,10.76,1.189,26
CHURN-SCORE-03285,2026-09,north,organic,student,standard,18,53,42562.85,584,42.22,113.08,19,0,2,7.83,0.8,0.883,47
CHURN-SCORE-03286,2026-07,north,retail,student,basic,37,15,38857.24,615,26.59,57.66,20,3,0,18.91,2.02,0.928,38
CHURN-SCORE-03287,2026-08,north,organic,family,basic,45,30,57069.01,713,44.07,60.14,13,0,0,8.28,3.08,0.916,57
CHURN-SCORE-03288,2026-09,west,organic,small_business,business,50,12,99019.59,688,191.09,514.72,104,1,0,16.6,41.92,1.145,23
CHURN-SCORE-03289,2026-07,east,organic,family,standard,51,75,43361.87,531,75.31,101.72,32,2,0,0.13,0.38,1.006,57
CHURN-SCORE-03290,2026-08,central,paid_search,young_professional,standard,35,1,55525.3,689,44.31,149.05,44,0,0,19.57,10.0,0.864,44
CHURN-SCORE-03291,2026-09,east,paid_search,student,standard,41,24,32353.3,667,41.93,157.18,30,1,0,16.11,11.59,1.06,39
CHURN-SCORE-03292,2026-07,south,paid_search,young_professional,premium,22,20,48406.68,624,55.98,162.1,51,0,0,23.06,0,0.76,28
CHURN-SCORE-03293,2026-08,east,organic,small_business,business,56,45,97035.74,650,193.89,389.89,94,3,1,9.01,30.21,1.207,5
CHURN-SCORE-03294,2026-09,south,retail,young_professional,standard,35,16,63956.72,727,48.95,112.22,31,0,0,14.84,3.51,0.84,33
CHURN-SCORE-03295,2026-07,west,partner,family,premium,36,27,65619.84,635,107.26,240.38,63,1,1,12.45,25.34,1.058,16
CHURN-SCORE-03296,2026-08,west,organic,senior,standard,70,22,97896.42,695,51.43,83.47,19,1,0,3.97,3.25,0.877,25
CHURN-SCORE-03297,2026-09,north,referral,family,premium,53,25,75792.58,639,95.83,241.36,64,2,0,13.12,18.87,1.053,4
CHURN-SCORE-03298,2026-07,north,paid_search,young_professional,basic,30,117,52827.84,752,27.48,61.29,16,0,0,18.97,0,0.848,58
CHURN-SCORE-03299,2026-08,west,partner,family,basic,62,65,83148.67,671,38.11,90.45,26,3,0,6.54,9.61,1.038,14
CHURN-SCORE-03300,2026-09,east,organic,student,premium,24,11,41120.76,590,67.13,175.12,61,1,1,3.09,0,0.754,40
CHURN-SCORE-03301,2026-07,east,retail,young_professional,basic,29,114,49258.55,718,30.71,74.72,19,2,0,13.19,3.34,0.878,58
CHURN-SCORE-03302,2026-08,central,paid_search,student,standard,19,8,18659.3,611,36.79,119.14,41,0,1,19.67,1.62,0.885,70
CHURN-SCORE-03303,2026-09,central,partner,young_professional,business,21,27,61072.91,590,128.07,323.61,83,1,1,5.04,12.33,0.884,10
CHURN-SCORE-03304,2026-07,west,referral,family,standard,45,19,88146.28,621,69.91,116.86,28,2,0,8.08,1.68,0.949,-9
CHURN-SCORE-03305,2026-08,central,partner,young_professional,standard,40,28,45130.4,575,56.0,112.66,25,1,1,14.34,0.33,1.036,18
CHURN-SCORE-03306,2026-09,central,referral,family,premium,61,67,99711.31,729,107.46,266.77,58,0,1,3.67,30.56,1.052,59
CHURN-SCORE-03307,2026-07,central,paid_search,young_professional,basic,23,9,72976.78,623,32.6,55.05,16,1,0,24.18,2.1,0.889,28
CHURN-SCORE-03308,2026-08,north,referral,young_professional,premium,44,70,82745.63,668,84.91,192.01,47,0,0,7.46,1.85,0.941,61
CHURN-SCORE-03309,2026-09,west,paid_search,young_professional,standard,33,14,71606.19,592,50.67,158.03,40,1,2,18.58,6.32,1.023,40
CHURN-SCORE-03310,2026-07,west,organic,young_professional,premium,18,12,97371.82,688,80.93,212.72,55,0,0,15.35,7.0,1.021,30
CHURN-SCORE-03311,2026-08,north,paid_search,family,premium,33,14,78687.64,699,84.32,156.32,43,0,1,15.94,1.41,0.955,65
CHURN-SCORE-03312,2026-09,east,paid_search,young_professional,standard,36,31,66876.75,765,47.16,115.04,33,1,0,18.03,0,0.91,28
CHURN-SCORE-03313,2026-07,east,organic,senior,standard,68,28,48205.16,656,45.25,28.0,18,0,0,0,3.23,1.044,73
CHURN-SCORE-03314,2026-08,east,paid_search,family,standard,51,4,70065.99,733,58.42,161.18,49,0,0,17.34,6.33,1.069,42
CHURN-SCORE-03315,2026-09,west,paid_search,family,standard,46,20,67103.77,792,69.31,177.12,35,0,0,10.71,10.29,0.967,50
CHURN-SCORE-03316,2026-07,south,referral,family,premium,47,28,61902.85,782,97.27,216.93,58,1,0,0.64,10.77,0.916,59
CHURN-SCORE-03317,2026-08,north,paid_search,small_business,premium,46,18,82945.75,605,106.02,212.5,71,0,1,28.12,11.74,0.929,56
CHURN-SCORE-03318,2026-09,west,partner,senior,premium,72,18,59219.49,747,71.57,151.82,44,0,1,8.53,0.95,0.902,53
CHURN-SCORE-03319,2026-07,south,retail,family,basic,37,21,34445.43,614,25.34,82.79,13,4,0,27.55,5.11,0.942,-6
CHURN-SCORE-03320,2026-08,south,partner,family,standard,51,59,79727.37,755,64.3,103.94,21,0,0,6.36,0,0.869,93
CHURN-SCORE-03321,2026-09,east,retail,small_business,business,47,29,92470.75,600,182.17,364.13,94,0,2,13.03,20.89,1.122,68
CHURN-SCORE-03322,2026-07,east,retail,family,standard,48,18,57142.57,581,59.54,141.54,32,0,0,9.0,4.85,0.911,33
CHURN-SCORE-03323,2026-08,east,paid_search,family,standard,38,34,80852.1,668,53.27,140.37,41,0,0,10.19,5.03,0.891,41
CHURN-SCORE-03324,2026-09,east,organic,family,business,29,40,79973.38,592,131.48,296.55,83,1,1,13.23,8.51,0.994,75
CHURN-SCORE-03325,2026-07,west,organic,senior,standard,71,43,47443.22,601,48.05,62.19,20,0,0,9.49,0,1.081,33
CHURN-SCORE-03326,2026-08,west,retail,young_professional,premium,20,15,89677.1,752,79.85,141.46,37,0,0,22.76,2.31,0.968,55
CHURN-SCORE-03327,2026-09,east,paid_search,young_professional,standard,20,19,44355.72,565,60.7,105.31,45,2,2,5.35,2.36,0.791,5
CHURN-SCORE-03328,2026-07,east,paid_search,senior,standard,65,10,52819.03,607,37.86,55.15,30,0,0,19.03,0,0.917,11
CHURN-SCORE-03329,2026-08,central,partner,student,premium,32,75,42329.61,700,68.98,254.2,66,3,0,10.05,24.35,0.938,55
CHURN-SCORE-03330,2026-09,east,referral,family,standard,42,26,85995.35,632,64.58,150.05,42,1,0,6.97,10.84,0.94,55
CHURN-SCORE-03331,2026-07,east,organic,senior,business,77,19,56336.1,639,102.11,99.16,35,0,1,1.9,0,0.926,64
CHURN-SCORE-03332,2026-08,central,retail,family,premium,42,21,76078.22,646,77.92,197.47,46,2,0,19.68,0.63,0.975,35
CHURN-SCORE-03333,2026-09,south,referral,family,basic,40,14,47031.54,624,38.68,74.01,29,1,0,20.29,4.22,0.978,39
CHURN-SCORE-03334,2026-07,central,retail,small_business,premium,55,65,86874.33,696,115.08,189.22,49,0,0,23.05,3.85,1.097,81
CHURN-SCORE-03335,2026-08,south,organic,senior,premium,71,48,68179.42,735,64.06,113.86,28,0,0,3.07,0.3,0.845,83
CHURN-SCORE-03336,2026-09,south,paid_search,senior,standard,66,25,74041.46,590,36.58,82.76,10,0,1,21.54,1.66,0.957,31
