observation_id,machine_id,motor_load_pct,power_kw,vibration_rms_mm_s,bearing_temp_c,acoustic_rms_db,micro_stop_rate_per_h,throughput_units_h,load_variability_pct
OBS-008723,MC-047,73.0147,140.5954,2.1444,77.3354,9.8072,0.1829,96.3367,0.5741
OBS-000249,MC-078,55.8017,118.997,1.8061,68.7797,7.2063,0.1145,89.0065,1.7276
OBS-009171,MC-117,48.8267,140.2834,6.0173,78.7496,16.3311,0.2527,93.4796,3.8876
OBS-004477,MC-185,59.6213,158.932,6.1987,82.1716,17.9942,0.2124,99.9553,4.4231
OBS-003712,MC-035,60.5446,126.3894,1.9396,73.1262,7.5518,0.0693,87.3136,1.1256
OBS-010473,MC-191,45.7365,135.0582,4.7448,77.5328,16.5541,0.2507,93.4803,2.7017
OBS-007756,MC-023,98.5885,196.5413,3.8337,92.2525,12.5943,0.1714,108.9334,0.9642
OBS-010523,MC-198,46.9806,108.8947,1.183,68.0335,5.9617,0.0653,77.8739,0.7154
OBS-003385,MC-190,62.4979,112.0777,1.7377,74.3767,8.9311,0.0725,80.488,0.5422
OBS-008358,MC-168,88.1478,196.6167,2.8712,90.824,10.3029,0.2172,110.6829,1.1096
OBS-003779,MC-186,67.8365,120.5651,1.631,72.674,7.3576,0.0782,87.0167,1.7756
OBS-003124,MC-193,57.6224,120.0432,1.4489,70.9072,7.2954,0.0411,86.0196,0.1
OBS-001936,MC-060,60.4178,123.5868,1.4161,73.4344,9.5524,0.0516,76.0506,0.6824
OBS-010652,MC-175,65.1359,114.7028,2.1787,72.8023,9.0523,0.065,87.2408,1.4397
OBS-001564,MC-059,74.4673,140.2579,2.1949,79.3672,9.0563,0.1067,106.7541,1.1326
OBS-011653,MC-151,79.5106,174.4141,3.5501,88.578,11.1434,0.1746,106.0691,0.4852
OBS-006486,MC-156,64.7715,112.0998,1.8494,70.4461,8.669,0.0923,74.6114,0.1
OBS-002050,MC-079,88.997,202.2987,2.8757,93.5849,11.778,0.1547,112.7956,0.8329
OBS-000960,MC-002,57.1134,119.7465,1.8956,68.7911,9.1439,0.0987,88.6554,0.2717
OBS-011437,MC-223,57.1979,108.1042,1.2619,68.4136,7.3882,0.0497,74.8238,1.1212
OBS-005106,MC-015,58.3534,110.5887,1.5776,65.7461,6.4585,0.1067,85.8642,0.7813
OBS-010143,MC-073,64.8243,118.3274,1.9977,68.8361,6.7732,0.0891,81.4259,0.1
OBS-011393,MC-097,54.3449,126.5692,2.029,66.9956,9.2905,0.049,81.0195,1.1751
OBS-010012,MC-108,76.9958,184.4053,3.2189,88.2569,10.0256,0.1639,100.3982,1.6754
OBS-004848,MC-206,92.1455,195.2612,3.2453,91.7905,13.8432,0.1294,113.7154,1.6527
OBS-007135,MC-067,83.8933,189.7446,2.6337,89.84,11.9344,0.1258,111.5138,2.1444
OBS-010795,MC-058,52.2434,157.4149,5.69,79.7256,15.6788,0.2003,86.4283,4.0307
OBS-007873,MC-123,70.105,134.1266,1.666,74.7184,8.0851,0.0504,96.9179,0.8172
OBS-005650,MC-025,65.8298,128.6873,2.3566,77.0158,9.9569,0,99.2547,1.217
OBS-007726,MC-137,58.9971,111.9497,1.7979,72.948,8.3072,0,82.3344,0.4666
OBS-009952,MC-003,64.4495,121.7235,1.2084,68.9029,8.5976,0.0667,91.179,0.3629
OBS-007776,MC-175,47.5463,121.5388,5.71,80.4216,15.0483,0.2299,92.2066,3.8577
OBS-000333,MC-082,86.5183,183.3309,3.2896,94.1997,12.9419,0.139,100.0489,2.3998
OBS-001251,MC-099,71.7483,138.7153,2.1467,75.3149,9.7474,0.0985,92.833,0.8639
OBS-003975,MC-066,75.9312,129.0761,2.2196,80.0687,10.971,0.129,101.2665,0.1
OBS-010033,MC-005,60.7539,147.9129,6.2817,78.8916,17.3985,0.1941,91.1996,2.1442
OBS-002595,MC-218,80.7124,182.3308,2.2482,93.1531,13.9405,0.2006,109.0453,1.5202
OBS-000884,MC-058,68.6983,124.1623,1.3045,76.0267,6.7106,0.1223,90.5665,1.078
OBS-006433,MC-186,93.276,196.9709,3.5626,93.2492,13.4041,0.1406,113.0969,0.8591
OBS-010025,MC-048,67.6173,139.4418,1.9586,74.2032,9.0013,0.0801,94.5446,0.1
OBS-006893,MC-178,66.6935,120.6368,1.9878,75.1479,8.2328,0.0559,84.1432,0.584
OBS-000840,MC-231,56.3384,118.1691,1.5821,72.915,9.1814,0.0053,78.6556,0.858
OBS-007849,MC-180,88.0391,190.8452,2.3172,89.4951,11.8937,0.1368,109.2881,1.804
OBS-007812,MC-047,68.4674,140.2766,1.9394,77.2157,8.1589,0.0829,97.5008,0.8206
OBS-000402,MC-209,91.6876,193.125,3.2823,86.4782,12.3214,0.1085,113.8286,2.4098
OBS-006023,MC-219,72.5403,180.9697,2.5252,83.4041,10.9714,0.161,98.5285,1.605
OBS-007334,MC-166,53.6653,125.4996,1.4152,66.0755,6.9038,0.1008,68.3503,1.4636
OBS-005473,MC-139,93.8365,207.1123,3.9686,90.2647,11.391,0.1186,116.2269,2.185
OBS-008367,MC-088,85.1538,182.4693,2.6534,92.5923,10.8912,0.1514,110.0344,1.0421
OBS-006868,MC-125,81.7676,171.4645,2.6968,80.4351,9.7821,0.1845,87.4238,0.202
OBS-011430,MC-137,72.1887,134.683,1.8105,77.7778,7.2826,0.0963,91.3104,1.1608
OBS-003758,MC-093,46.8723,125.3784,5.6934,78.4638,15.7162,0.2082,90.5695,4.0882
OBS-011369,MC-152,93.0381,193.3811,2.4437,90.5266,12.9624,0.1661,114.032,1.8597
OBS-003670,MC-037,95.4455,195.8683,3.382,91.3242,12.7722,0.1888,121.8125,1.7407
OBS-005945,MC-091,88.4949,187.363,3.4393,89.9216,11.7527,0.1176,120.3848,1.9932
OBS-007001,MC-181,85.7171,185.7645,2.881,88.3974,10.6993,0.1339,105.7071,1.4644
OBS-010258,MC-180,96.819,210.7566,3.6973,96.5704,13.0235,0.0281,123.1473,1.1582
OBS-005869,MC-152,80.0007,181.1452,3.0347,90.9678,10.7316,0.1471,95.1864,2.1923
OBS-005917,MC-117,51.5222,121.1736,4.9855,77.9436,15.7585,0.2281,91.4252,3.4514
OBS-004809,MC-061,54.7331,95.6988,1.7379,71.4009,6.3167,0.0795,74.9848,0.1
OBS-000269,MC-118,86.1029,173.3503,2.6214,90.11,12.0591,0.1646,112.2823,1.2903
OBS-008700,MC-077,88.4838,195.1474,3.0103,91.0095,10.9915,0.1055,108.1571,1.2157
OBS-005812,MC-147,55.1467,111.3615,1.5405,65.7826,5.8621,0,75.9207,1.8265
OBS-010888,MC-187,59.2601,105.0554,1.6556,66.9703,5.769,0.1209,67.5003,1.6932
OBS-008179,MC-202,64.9718,129.6589,1.5833,70.5913,7.6924,0.1044,86.6228,0.8987
OBS-007935,MC-044,40.7959,125.9572,5.6486,78.5306,15.7473,0.2086,69.3152,3.9063
OBS-002440,MC-097,57.9909,122.6222,2.0317,72.7578,7.9699,0.0602,78.3371,0.1566
OBS-011735,MC-223,41.7735,125.8233,5.224,75.7502,15.7909,0.2792,76.1988,4.1241
OBS-005524,MC-179,68.208,116.4946,2.6046,73.0487,8.7754,0.0552,87.6494,0.5854
OBS-009280,MC-046,58.0601,108.2095,1.3663,69.9219,8.3347,0.0602,80.2306,1.0806
OBS-007490,MC-171,60.6766,106.7883,1.5558,72.8028,8.2581,0.111,73.2596,1.0254
OBS-010084,MC-217,49.4891,142.2193,6.543,83.6077,15.1629,0.3164,89.1647,3.7415
OBS-011936,MC-115,59.3198,105.4778,1.2526,68.2237,8.0907,0.0529,80.8393,1.814
OBS-002689,MC-239,49.1809,86.2762,1.2045,61.2921,5.8371,0.1004,65.0831,0.3955
OBS-005472,MC-195,48.9253,107.4108,1.2666,72.7413,7.3334,0.1384,77.3295,0.2778
OBS-011190,MC-012,44.7612,134.5795,5.5722,76.3502,15.2842,0.2922,90.5255,4.4427
OBS-000628,MC-007,62.0982,105.0202,1.3787,69.6744,7.9038,0.0624,79.1708,1.2192
OBS-000294,MC-208,56.9336,111.2017,0.8582,67.6696,8.837,0.0284,72.7137,0.6816
OBS-006653,MC-202,53.983,121.9182,1.8363,69.1108,8.3313,0.0557,70.9355,0.9994
OBS-005588,MC-196,80.5504,179.1371,2.4755,86.1677,11.6907,0.1286,97.9726,3.1969
OBS-000340,MC-042,74.4914,136.608,1.9569,73.3888,9.4259,0.0728,98.9964,0.7651
OBS-008015,MC-225,60.5813,111.4423,1.5671,66.5621,7.6285,0.0665,81.1012,1.0077
OBS-011013,MC-227,75.6401,129.0388,1.9654,72.289,8.5207,0.0546,97.1517,0.9331
OBS-007404,MC-065,37.7767,105.4985,5.3382,71.5541,13.8715,0.2629,68.0353,2.9803
OBS-010451,MC-130,58.963,113.3256,2.4423,73.4325,9.5204,0.0965,78.724,1.9308
OBS-009610,MC-182,95.7234,192.4689,2.8424,92.8067,10.8047,0.1413,108.9177,1.5307
OBS-006881,MC-069,85.3361,179.884,2.1183,91.6372,11.647,0.0972,106.0073,1.8619
OBS-003091,MC-010,81.1668,182.3535,3.0197,91.7754,11.7832,0.1609,96.9518,0.5655
OBS-003024,MC-099,64.9739,118.3429,2.4568,75.624,7.6,0.0303,90.434,0.2134
OBS-007023,MC-030,86.9519,189.9658,4.1065,90.4621,11.0258,0.0948,109.0622,2.1787
OBS-005303,MC-218,72.0829,142.4606,1.7821,75.151,9.1812,0.0266,102.2282,1.4452
OBS-005711,MC-070,66.8195,128.2349,2.3666,72.9327,7.6023,0,87.2126,0.1528
OBS-001971,MC-091,57.2128,93.4902,2.049,68.5547,6.9229,0.1156,70.0595,0.3271
OBS-011652,MC-002,48.3182,87.8555,1.416,67.157,7.3781,0.0945,79.4439,1.3669
OBS-000487,MC-062,60.1113,113.8628,1.6304,68.1791,8.22,0.0519,84.4205,0.3462
OBS-001135,MC-169,56.503,141.1721,6.2343,82.0003,16.6876,0.2066,92.4748,4.6859
OBS-009701,MC-127,40.886,125.0257,5.3289,78.5666,16.5392,0.2743,82.7176,4.3066
OBS-002987,MC-219,64.2362,127.076,2.0578,75.2356,9.9792,0.0461,88.4082,0.1
OBS-001978,MC-219,72.4422,157.3699,2.8712,77.6187,10.8978,0.0687,104.3643,0.3907
OBS-008164,MC-102,64.8214,111.457,1.7306,75.1928,7.7699,0.0552,85.3087,0.595
OBS-004094,MC-018,62.5901,112.9271,0.8259,66.7599,7.462,0.035,78.069,0.1
OBS-007157,MC-165,68.1532,116.5677,1.3907,74.1353,8.7142,0.1433,82.7774,1.3184
OBS-001432,MC-082,94.0469,189.9181,3.472,95.3952,12.8727,0.1217,112.2111,1.8904
OBS-002310,MC-140,52.5515,134.3574,6.3773,78.205,17.1953,0.2811,100.2807,4.1012
OBS-001350,MC-034,68.1054,124.4366,1.6487,74.1804,8.6429,0.1089,93.3428,0.4252
OBS-006918,MC-166,80.5925,184.7841,2.9054,89.3468,11.7189,0.0878,98.1828,1.9257
OBS-001700,MC-070,60.281,148.8864,5.7168,80.4289,16.6853,0.161,113.1732,3.5776
OBS-005718,MC-141,89.582,193.3048,2.5993,87.0167,10.9193,0.0995,106.8121,1.787
OBS-007479,MC-153,55.654,120.9429,1.9115,71.5915,9.6661,0.073,80.1756,0.1799
OBS-001283,MC-129,83.6362,189.0867,3.2724,88.8032,11.5962,0.1648,111.1874,1.7101
OBS-004638,MC-017,59.7855,113.772,2.1824,72.5182,6.9584,0.068,85.0399,0.1
OBS-004674,MC-236,77.2745,173.4556,2.4887,87.958,10.532,0.1345,99.7388,2.0065
OBS-008871,MC-058,60.8847,120.1595,1.466,71.1943,8.0247,0.0565,85.4236,0.7062
OBS-011012,MC-060,83.8527,176.6362,2.2871,92.387,11.5322,0.1803,112.1111,0.1097
OBS-001311,MC-139,62.4386,112.4272,1.7865,70.8295,7.305,0.0805,80.9938,0.7442
OBS-005753,MC-031,50.0865,132.4984,5.3252,80.1069,14.3777,0.2728,73.1922,4.3291
OBS-006354,MC-015,84.7193,177.288,2.9056,91.243,11.9809,0.1537,96.8307,1.0796
OBS-009620,MC-066,81.7142,173.4497,2.8275,84.5279,12.5858,0.1567,107.3879,2.075
OBS-010066,MC-175,55.3293,118.5096,1.6186,73.2113,8.2408,0.1262,80.853,0.8464
OBS-011897,MC-080,48.0652,134.3115,6.1215,79.7724,14.4824,0.3001,91.7794,4.7553
OBS-011116,MC-034,66.0763,109.4537,1.2149,74.1507,9.1127,0.0525,91.6482,0.8092
OBS-006497,MC-230,86.5229,186.0949,3.1357,88.6588,10.4975,0.1315,97.395,1.0319
OBS-010019,MC-194,89.252,194.0401,3.4322,88.6647,11.3618,0.082,104.4179,2.2321
OBS-008768,MC-172,90.2555,195.9835,2.6891,93.6599,12.7648,0.1017,124.8074,0.518
OBS-005942,MC-230,57.2132,114.5636,1.841,68.4362,8.2325,0.0769,82.3217,0.3977
OBS-011661,MC-155,52.1474,125.4992,6.4106,83.6,15.0864,0.214,91.8586,3.9162
OBS-006795,MC-177,65.1346,120.1494,1.8856,74.5952,9.847,0.0338,84.1958,0.147
OBS-000386,MC-182,94.0271,200.2454,3.5007,93.2682,12.4196,0.1363,109.529,1.6518
OBS-002289,MC-078,56.4698,106.4573,0.3923,66.7413,8.6319,0.0719,86.7746,0.828
OBS-004373,MC-042,87.632,198.7407,2.2184,90.7197,12.4008,0.1108,101.9806,0.8781
OBS-006649,MC-165,63.3633,117.7572,2.1904,70.1444,8.3568,0.0944,84.586,1.4699
OBS-006060,MC-013,66.1741,115.2966,1.4233,74.4647,9.5519,0.06,76.7301,1.0152
OBS-011835,MC-240,41.6322,122.4085,4.3893,78.9451,14.7341,0.2486,74.6783,4.0527
OBS-009887,MC-024,58.6361,107.8295,1.3768,70.3276,7.1416,0.0502,74.3752,0.9641
OBS-000484,MC-035,61.2237,107.2418,1.418,69.6907,7.5754,0.0231,81.2377,0.9257
OBS-001357,MC-073,87.5946,201.2975,2.6072,96.8164,11.4874,0.1329,106.2535,1.5657
OBS-011697,MC-018,85.2996,175.3024,3.3464,87.6906,11.3844,0.1189,100.6095,1.2312
OBS-003272,MC-121,66.8534,129.6137,1.7689,72.4938,8.8447,0.0401,81.2667,0.4207
OBS-008141,MC-036,59.2651,113.3516,1.936,71.5547,8.5326,0.1095,83.2909,0.7608
OBS-008823,MC-158,72.9075,139.1983,1.8373,72.9605,7.7608,0.1101,98.8862,0.1
OBS-005938,MC-189,88.8147,192.2652,2.6107,94.6648,12.0735,0.1016,117.9695,0.6652
OBS-007364,MC-168,84.3134,183.405,3.1722,89.6203,9.6285,0.1183,109.1303,1.9478
OBS-011019,MC-111,74.1221,129.7982,1.9442,70.5799,9.1646,0.1445,81.7076,0.7352
OBS-011821,MC-213,60.8313,124.7117,1.8127,71.8442,8.2687,0.1071,91.2896,0.8589
OBS-004272,MC-126,58.0567,115.5962,1.7868,67.8595,8.9878,0.0638,85.2605,0.1
OBS-004031,MC-018,60.6084,107.4728,2.0034,69.5135,8.3451,0.0843,83.7595,1.0151
OBS-008562,MC-057,98.5866,218.4952,2.687,92.833,13.8886,0.131,124.327,2.7068
OBS-000563,MC-230,95.3091,192.1272,3.6625,93.3533,11.783,0.0988,111.8687,1.1227
OBS-008762,MC-161,86.9855,194.2204,3.0003,93.2156,11.5412,0.1054,113.1363,1.7484
OBS-006145,MC-137,69.4394,123.941,1.4656,73.2478,8.8441,0.0404,100.3394,1.0828
OBS-008130,MC-162,68.5358,139.3676,1.7835,77.4744,7.5192,0.0905,91.4223,0.6237
OBS-010428,MC-126,64.3675,119.6722,1.9058,73.1832,8.4692,0.0587,97.1994,0.7177
OBS-010262,MC-109,62.1292,117.3479,1.7385,69.9434,6.0657,0.0481,79.0538,0.7439
OBS-003751,MC-225,64.4667,125.2389,2.4887,73.9916,8.8831,0.0869,82.9372,0.6471
OBS-011959,MC-034,65.0891,126.928,1.9371,72.6812,7.9742,0.081,90.5807,0.7541
OBS-002616,MC-066,46.3917,128.0664,5.4868,78.8151,14.8933,0.2292,90.5719,4.262
OBS-005983,MC-020,76.2002,159.349,2.5177,85.1641,9.0323,0.1538,95.0242,1.1938
OBS-005042,MC-135,69.6352,133.9752,1.2108,72.2111,9.4476,0.0273,90.4253,0.6074
OBS-005534,MC-141,78.283,172.1325,2.0679,79.8871,10.3119,0.1709,92.158,2.0497
OBS-007542,MC-109,70.1205,129.809,2.1892,74.9402,9.1104,0.1419,85.0434,0.1
OBS-011977,MC-225,49.9175,109.5908,0.9796,69.3464,6.3911,0.0627,63.2675,1.7197
OBS-010710,MC-205,89.6876,206.4214,2.7247,91.6582,12.0744,0.1474,104.733,0.98
OBS-000431,MC-231,51.5573,132.9705,5.9836,83.5357,15.5766,0.2533,92.3656,3.8337
OBS-010904,MC-042,59.2223,117.8828,0.5225,67.0366,7.3936,0.0969,87.7948,1.5465
OBS-003017,MC-005,67.2775,140.1837,1.7367,80.3794,9.7889,0.1396,97.3444,0.6277
OBS-001798,MC-114,91.8481,206.364,3.3519,95.2572,11.0347,0.1583,108.9679,1.7782
OBS-007530,MC-081,79.6867,187.0499,3.0228,87.8114,12.0667,0.1554,101.8855,2.1975
OBS-002346,MC-139,93.2662,200.1574,2.9707,92.2189,11.9465,0.1397,115.7702,1.85
OBS-003557,MC-092,48.197,110.8691,0.1666,69.5315,6.7129,0.0883,67.5832,0.8557
OBS-001894,MC-163,66.9236,120.119,2.4344,75.7559,8.6871,0.1095,90.048,0.9926
OBS-010982,MC-127,52.3125,149.4477,5.5103,79.5529,16.2022,0.213,92.7216,4.1434
OBS-005287,MC-147,66.5967,115.1884,2.6499,70.3184,9.7914,0.0712,81.2178,1.4109
OBS-011770,MC-058,61.1154,113.9326,2.1064,71.8126,9.4326,0.0651,90.8469,2.2295
OBS-005855,MC-045,43.6376,131.1062,5.396,72.9924,16.2288,0.2075,72.024,3.8631
OBS-006112,MC-183,46.0665,118.0709,5.2019,78.6745,15.4705,0.3017,94.0749,4.0838
OBS-000203,MC-209,57.0479,143.7195,6.2935,88.0181,17.3085,0.2726,100.6853,2.9522
OBS-000644,MC-026,55.4731,143.0633,5.7194,80.6283,16.0619,0.1902,100.5564,4.5273
OBS-004033,MC-118,49.4355,131.9972,5.8955,77.5234,15.2973,0.2694,90.233,4.2994
OBS-010868,MC-099,65.9395,115.1179,1.81,70.0576,6.3676,0.0444,81.361,0.643
OBS-005804,MC-093,88.3199,202.5611,2.5809,91.1624,10.9483,0.0909,106.9902,2.2127
OBS-003550,MC-233,87.344,186.3518,2.2854,90.9929,10.6786,0.1934,105.1212,1.5221
OBS-007415,MC-075,80.4453,182.0588,3.501,87.0802,10.5835,0.0934,98.3037,0.9875
OBS-010773,MC-007,83.7937,185.4869,3.2077,89.5875,11.0558,0.1745,99.9054,0.964
OBS-002688,MC-162,96.2004,204.7727,3.2276,93.5914,12.0337,0.0968,122.3975,1.5483
OBS-009949,MC-234,63.6719,124.9328,2.5413,72.1893,8.0115,0,82.8846,0.1
OBS-005378,MC-171,54.7634,101.3553,1.7785,68.9518,8.1265,0,69.1561,0.6228
OBS-007061,MC-082,60.2294,111.8462,1.6943,66.0908,8.4242,0.1321,82.0801,0.1
OBS-004405,MC-181,60.7837,104.5746,1.4727,67.4302,7.5611,0.0802,80.2821,1.6167
OBS-004742,MC-021,76.2911,168.3122,2.5295,84.273,9.8125,0.1658,96.4542,1.8518
OBS-004199,MC-077,44.5532,125.5286,6.0322,75.0585,15.3054,0.301,87.5091,4.7083
OBS-003815,MC-135,46.4253,131.215,4.9994,80.5721,14.2746,0.2051,85.4346,3.1857
OBS-003215,MC-234,63.6302,107.3931,0.8904,67.04,7.0009,0.0966,80.1898,1.6998
OBS-005188,MC-088,54.7447,100.6832,1.6871,65.4753,7.8308,0.0879,69.765,1.1591
OBS-001636,MC-209,56.1499,108.4382,1.0272,61.8095,7.0395,0.0926,66.8967,1.035
OBS-011605,MC-043,96.4862,197.8547,2.9533,95.531,11.1563,0.2055,113.7875,1.1869
OBS-003347,MC-087,56.9538,115.4985,1.2501,68.7704,7.7878,0.0164,72.2575,0.962
OBS-002239,MC-108,45.2846,129.9054,5.4476,77.4711,14.9615,0.2131,81.754,3.6194
OBS-010427,MC-052,46.0538,136.5523,5.8319,76.8073,14.3387,0.2244,96.9003,3.7405
OBS-001156,MC-210,54.5193,148.2947,5.899,82.995,16.6911,0.2611,95.0863,3.1231
OBS-000321,MC-057,57.9111,104.8511,1.1904,67.8673,6.6228,0.0443,75.6783,1.1218
OBS-008625,MC-082,87.9203,194.269,3.1924,91.9817,12.8648,0.145,114.13,2.2982
OBS-011130,MC-058,96.9076,210.8171,3.9405,94.1146,12.9252,0.1198,118.4283,1.5807
OBS-006944,MC-172,65.6468,116.4485,2.1581,73.131,9.975,0.1127,86.9432,0.6631
OBS-011525,MC-115,52.4313,146.011,5.6518,78.8614,14.8238,0.2171,100.7673,3.4571
OBS-002435,MC-062,45.0826,134.3448,5.6881,81.4728,15.7793,0.2494,91.3724,4.2238
OBS-000010,MC-014,111.1913,219.425,4.1043,99.9303,12.3498,0.1468,126.8087,0.9787
OBS-005481,MC-132,61.9802,122.0792,1.5816,72.777,8.2195,0.0401,78.8082,0.8992
OBS-008005,MC-061,85.9627,187.1391,1.9221,91.1194,13.3324,0.0794,97.1506,1.6201
OBS-007516,MC-012,55.653,108.2067,1.497,68.9498,7.4811,0.0765,80.9808,0.4806
OBS-000202,MC-212,39.867,113.4374,5.3446,70.8257,14.1433,0.2469,81.6208,3.6884
OBS-008554,MC-217,87.6587,184.784,2.9091,93.8157,10.0156,0.1653,110.2228,1.7355
OBS-003458,MC-089,51.151,145.3043,5.4572,82.2832,17.1327,0.2629,101.5869,3.0867
OBS-002256,MC-206,50.5658,105.1136,1.0049,72.0265,6.1648,0.035,71.0984,0.9556
OBS-002556,MC-187,38.2984,111.7613,6.0843,70.5745,13.9571,0.2581,89.7133,4.4982
OBS-011374,MC-070,98.6142,205.6114,3.1919,94.0874,11.1112,0.1281,116.4826,1.4888
OBS-006593,MC-115,58.5496,108.2387,1.6219,65.9801,9.0814,0.1176,83.6685,0.4268
OBS-000561,MC-182,52.1937,144.9865,5.9618,79.591,14.6076,0.2617,96.6294,4.301
OBS-010109,MC-025,63.4164,131.9827,2.1105,72.7367,9.1171,0.0413,78.5074,0.1
OBS-006811,MC-008,45.4325,130.0766,5.0598,77.6448,13.7064,0.2343,84.1264,3.5458
OBS-002221,MC-170,78.8353,166.8262,2.7249,82.6706,12.1753,0.1418,99.4547,2.3223
OBS-001216,MC-181,63.2425,116.5269,1.9721,70.2979,9.9659,0.0596,82.3169,0.5274
OBS-002650,MC-116,45.1154,121.4964,5.5141,73.001,15.1249,0.2744,82.9569,4.5039
OBS-010573,MC-237,63.3897,137.6125,1.1206,73.6498,8.7489,0.0914,91.321,0.984
OBS-011458,MC-042,97.9656,219.1405,3.0939,95.1938,12.633,0.1115,124.3481,1.6135
OBS-009565,MC-186,42.0866,126.1839,5.5791,75.4495,15.6204,0.2888,99.207,4.1972
OBS-010294,MC-088,58.0744,152.3982,6.1688,79.4924,15.2859,0.3117,104.3817,4.9168
OBS-004305,MC-185,87.9109,196.8955,3.815,92.7716,12.6645,0.1378,114.4096,1.1204
OBS-004336,MC-152,45.3623,137.7742,4.9486,81.7815,14.4173,0.2703,85.6228,2.9796
OBS-005347,MC-235,66.6827,123.3592,1.8962,74.26,7.7037,0.0795,80.3889,1.0061
OBS-003153,MC-174,51.8513,136.777,6.5083,81.9263,17.5934,0.2832,94.0764,3.9444
OBS-004411,MC-194,77.6996,171.1052,2.599,86.5463,8.9776,0.1816,97.9636,1.4805
OBS-002437,MC-024,48.5418,135.3709,6.0765,75.8801,16.9678,0.2526,87.2894,4.0743
OBS-005878,MC-142,71.1251,147.7174,2.2178,76.4068,7.2404,0.0386,93.9347,0.5238
OBS-003674,MC-067,69.1033,122.6976,1.3263,72.3968,8.9088,0.086,99.8835,0.3895
OBS-010929,MC-045,83.5512,181.1459,3.6455,89.9236,12.4789,0.0805,105.0602,1.9282
OBS-001589,MC-046,40.4256,113.658,5.277,72.2873,14.385,0.2166,76.4485,4.1584
OBS-000663,MC-064,56.9442,105.8182,1.5173,66.145,7.3129,0.0984,68.1471,1.1222
OBS-008425,MC-140,57.199,106.2213,2.2252,71.1606,6.7793,0.0825,73.5651,1.0849
OBS-002209,MC-123,74.7768,138.0582,1.9177,72.7541,9.6518,0.0712,107.4353,0.6502
OBS-005263,MC-128,67.9209,123.1788,0.5385,75.6867,7.5602,0.0486,85.2045,1.3892
OBS-000524,MC-067,58.2673,116.2113,1.2562,69.2288,7.5862,0.034,73.8234,0.2654
OBS-005023,MC-128,82.1241,179.1019,2.4822,88.0647,9.7877,0.1411,96.0832,1.3497
OBS-005448,MC-016,52.9608,126.2672,5.6734,82.328,16.6532,0.3053,94.8022,3.1578
OBS-011171,MC-082,55.9233,111.0867,1.6786,69.6508,7.6895,0.0477,77.8233,0.9149
OBS-003325,MC-121,59.9393,117.7949,1.9648,72.344,8.8201,0.0812,87.2121,0.5024
OBS-007553,MC-149,70.1509,134.665,2.7493,76.1051,8.2257,0.09,102.4162,0.1
OBS-002280,MC-077,65.4641,138.5096,1.2304,72.708,8.3777,0.0463,91.4191,0.5355
OBS-000514,MC-204,89.2877,194.8713,2.9584,91.7069,11.8891,0.1364,103.48,1.3424
OBS-000741,MC-102,56.5038,150.0079,5.9992,77.8006,15.6196,0.2328,91.0528,3.5564
OBS-011154,MC-045,46.688,137.4141,5.8567,79.3924,16.3619,0.2619,99.1091,4.1958
OBS-008953,MC-006,59.4106,119.9173,1.7684,69.9878,7.1746,0.1213,85.4825,1.4909
OBS-002779,MC-148,66.3875,114.3273,1.7664,72.5474,8.9346,0.142,84.5812,1.2367
OBS-000522,MC-181,60.0595,121.4799,1.7624,70.2449,9.3141,0.075,84.0773,0.1
OBS-002183,MC-054,44.9757,130.7596,5.5921,77.031,15.1456,0.2272,88.7001,3.7614
OBS-005018,MC-134,55.4474,109.2719,1.6996,65.9099,8.0443,0.138,78.9132,0.5674
OBS-005171,MC-149,67.519,119.6471,1.2212,67.5491,9.4511,0.0502,86.763,0.3826
OBS-004666,MC-013,92.4933,193.0178,3.2747,87.2329,11.378,0.1643,118.3155,1.5669
OBS-002576,MC-046,63.5281,114.9605,1.9712,74.0501,8.4903,0.0092,89.3808,0.6061
OBS-000743,MC-232,67.4135,124.5097,1.6849,76.6619,9.912,0.0895,84.3029,1.3458
OBS-010540,MC-025,60.5749,113.5814,1.3011,67.5872,6.3102,0.0205,79.0046,1.2768
OBS-002936,MC-208,57.7755,97.1196,1.732,67.3577,6.6322,0.1337,61.2981,0.4854
OBS-003185,MC-215,47.2353,137.575,5.071,80.3152,13.5172,0.2477,98.8281,2.9491
OBS-003106,MC-172,58.8028,135.6363,1.6153,67.0282,8.7885,0.0791,83.4703,0.1
OBS-009893,MC-017,50.1834,98.5967,0.1987,65.6173,9.0578,0.0651,72.1582,0.1366
OBS-002558,MC-126,65.7893,124.7809,1.9756,76.0806,9.6024,0.0302,97.0835,0.8704
OBS-005532,MC-063,59.289,114.0762,2.0818,69.274,8.2311,0.0732,74.513,0.4832
OBS-006476,MC-020,53.9277,147.3281,6.0265,81.4557,16.1719,0.2474,89.1043,4.9225
OBS-000105,MC-175,49.0802,137.076,5.5049,81.8267,14.8142,0.2908,94.4999,4.1342
OBS-008304,MC-129,76.3693,128.2815,2.6772,78.6165,9.9231,0.0763,96.5573,0.5754
OBS-001641,MC-176,67.4799,124.834,2.9402,75.8907,10.2484,0.0569,92.8359,0.9109
OBS-007188,MC-137,69.6439,168.5252,2.1411,83.8565,9.5996,0.1401,87.2494,2.0941
OBS-009794,MC-012,60.936,119.3256,2.1469,75.3624,8.7054,0.0659,81.2506,0.1
